,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,beat_change,beat,dynamic,x,y,z,dist
13862,-0.258,-0.11800000000000001,-1.072,-13.049000000000001,-7.0729999999999995,-12.622,None,3,n,3.7788097459254675,0.35678458257248186,6.51854461737145,3.69307570430607
13863,-0.265,-0.12300000000000001,-1.07,-13.11,-7.987999999999999,-13.171,None,3,n,3.7969939110466226,0.3584396340758276,6.550751824214292,3.70230634773755
13864,-0.265,-0.124,-1.067,-13.659,-8.476,-13.597999999999999,None,3,f,3.8152221842456147,0.36010017130719374,6.583039879521032,3.7115304703113257
13866,-0.266,-0.126,-1.06,-14.512,-9.573,-15.244000000000002,None,3,n,3.292122146951183e-05,7.565790810128485e-06,8.165210402886661e-05,0.008836353380194869
13867,-0.264,-0.13,-1.062,-15.488,-9.329,-16.159000000000002,None,3,n,9.862827688748476e-05,2.2691711814477458e-05,0.0002447953946009456,0.017652745927083456
13868,-0.262,-0.13,-1.063,-16.340999999999998,-9.085,-17.317,None,3,n,0.00019698591071376314,4.53716356206495e-05,0.0004892661849490187,0.0264489263315488
13869,-0.251,-0.132,-1.064,-17.256,-8.963,-18.293,None,3,n,0.00032730534428700587,7.560118523712495e-05,0.0008143429745526558,0.035152794992130164
13870,-0.244,-0.135,-1.069,-18.598,-9.39,-19.146,None,3,n,0.0004891431938334369,0.00011337622870953961,0.0012195458969273417,0.04379587329374102
13871,-0.24,-0.136,-1.0759999999999998,-19.878,-9.756,-20.061,None,3,n,0.0006822405083630079,0.00015869187784517993,0.0017045753228845215,0.05240168174586269
13872,-0.22899999999999998,-0.139,-1.084,-21.037,-9.939,-21.098000000000006,None,3,n,0.0009059078015493232,0.00021154645261316123,0.0022686949149951854,0.06091400317811161
13873,-0.22,-0.133,-1.092,-22.256,-10.061,-22.134,None,3,n,0.0011595819192754258,0.0002719350675233342,0.002911286839101215,0.06934852008090547
13874,-0.21100000000000002,-0.132,-1.104,-23.354,-10.122,-23.232,None,3,n,0.0014426984493323088,0.00033985507585034425,0.003631726768913427,0.07770468387365177
