aX,aY,aZ,gX,gY,gZ,label
-0.07,0.209,0.085,-39.124,21.912,39.063,None
-0.031,0.282,0.039,-41.32100000000001,28.992,45.41,None
-0.015,0.31,0.068,-41.077,34.363,49.255,None
0.027000000000000003,0.382,0.13699999999999998,-45.41,48.34,58.96,None
0.055,0.442,0.141,-49.194,54.688,64.331,None
0.104,0.583,0.068,-57.19,65.247,78.979,None
0.14400000000000002,0.594,0.069,-55.786,71.899,88.44,None
0.251,0.394,0.187,-37.781,88.806,109.863,None
0.302,0.229,0.302,-24.78,97.595,119.019,None
0.445,-0.16699999999999998,0.525,-15.991,110.596,132.751,None
0.502,-0.303,0.721,-17.578,114.502,140.869,None
0.5710000000000001,-0.72,1.082,-28.442,121.033,143.67700000000005,None
0.601,-0.923,1.514,-38.635,118.958,142.334,None
0.642,-1.246,1.8,-37.231,115.906,138.733,None
0.636,-1.44,2.026,-37.842,103.882,129.761,None
0.6,-1.4780000000000002,1.96,-43.88399999999999,93.201,125.0,None
0.642,-1.404,2.437,-42.664,71.83800000000002,116.394,None
0.6509999999999999,-1.543,2.651,-30.273000000000003,57.861,110.229,None
0.617,-1.806,2.752,-14.709,28.564,96.252,None
0.608,-1.92,2.787,-6.836,-1.404,76.904,None
0.5529999999999999,-1.998,2.61,-5.005,-14.465,67.2,None
0.527,-1.991,2.188,-4.0280000000000005,-40.771,46.875,None
0.463,-1.928,1.929,-0.5489999999999999,-52.124,35.095,None
0.378,-1.722,1.3769999999999998,-0.488,-67.749,13.55,None
0.349,-1.619,1.065,-1.953,-72.14399999999998,5.188,None
0.284,-1.415,0.5720000000000001,-1.953,-69.214,-8.179,None
0.259,-1.3430000000000002,0.443,-1.709,-62.317,-13.55,None
0.226,-1.211,0.327,-1.038,-47.607,-23.804,None
0.212,-1.142,0.298,5.676,-36.377,-33.875,None
0.193,-1.01,0.319,10.315,-32.532,-38.025,None
0.19,-0.899,0.248,12.146,-28.198,-46.082,None
0.177,-0.815,0.189,8.301,-26.672,-49.56100000000001,None
0.14800000000000002,-0.636,0.052000000000000005,1.2819999999999998,-20.935,-53.467,None
0.14,-0.555,-0.006999999999999999,0.122,-16.846,-54.01600000000001,None
0.125,-0.396,-0.125,0.488,-7.4460000000000015,-53.589,None
0.123,-0.334,-0.209,1.404,-2.38,-52.185,None
0.129,-0.253,-0.32299999999999995,4.15,11.902,-47.791,None
0.14800000000000002,-0.246,-0.363,11.597,30.334,-42.236,3beats_1
0.182,-0.274,-0.398,13.245,39.246,-39.795,None
0.244,-0.31,-0.403,15.808,58.594,-36.133,None
0.269,-0.298,-0.349,13.794,69.51899999999999,-34.912,None
0.368,-0.414,-0.16,12.939,91.37,-30.64,None
0.402,-0.496,-0.076,10.864,99.792,-29.846,None
0.4970000000000001,-0.68,0.115,6.714,115.234,-30.518,None
0.5529999999999999,-0.723,0.185,3.6010000000000004,121.338,-33.203,None
0.621,-0.8140000000000001,0.451,-0.732,131.89700000000002,-38.574,None
0.6779999999999999,-0.858,0.7290000000000001,-9.338,136.292,-45.532,None
0.721,-0.8690000000000001,0.905,-14.832,135.803,-49.744,None
0.77,-0.8390000000000001,1.254,-25.146,129.395,-57.617,None
0.769,-0.8270000000000001,1.425,-28.076,123.84,-61.096,None
0.7809999999999999,-0.768,1.717,-31.494,112.305,-67.383,None
0.7709999999999999,-0.7090000000000001,1.818,-32.776,104.797,-69.824,None
0.726,-0.613,1.995,-33.386,89.111,-71.594,None
0.7040000000000001,-0.5720000000000001,2.049,-33.569,65.186,-72.021,None
0.612,-0.517,2.13,-33.875,62.683,-71.83800000000002,None
0.5660000000000001,-0.455,2.137,-32.532,42.908,-71.411,None
0.448,-0.415,2.141,-36.133,31.738000000000003,-70.801,None
0.303,-0.425,1.952,-37.659,6.409,-69.153,None
0.336,-0.321,1.956,-47.424,-5.5539999999999985,-68.48100000000001,None
0.248,-0.263,1.656,-13.367,-24.475,-65.43,None
0.243,-0.253,1.51,-10.01,-31.616,-63.599,None
0.17,-0.224,1.153,-6.47,-44.983,-60.425,None
0.145,-0.237,0.986,-5.432,-48.95,-56.824,None
0.108,-0.228,0.6729999999999999,-1.831,-48.096,-56.274,None
0.051,-0.153,0.466,-5.92,-42.053,-55.115,None
0.038,-0.11,0.405,-7.751,-37.292,-53.589,None
-0.019,-0.031,0.35600000000000004,-12.207,-26.245,-49.255,None
-0.035,-0.008,0.35,-12.207,-20.752,-46.326,None
-0.071,0.053,0.38,-10.01,-10.681,-40.466,None
-0.083,0.138,0.443,-6.348,-2.991,-33.691,None
-0.08,0.171,0.465,-4.578,-0.244,-29.602,None
-0.08900000000000001,0.232,0.551,-2.014,5.066,-20.325,None
-0.07,0.257,0.597,0.061,7.5070000000000014,-15.076,None
-0.044,0.277,0.7090000000000001,6.714,11.963,-4.15,None
-0.019,0.263,0.8,8.911,15.076,2.502,None
0.027000000000000003,0.195,0.981,15.808,19.104,16.479,None
0.044,0.122,1.109,19.775,21.118,23.254,None
0.092,-0.086,1.41,21.423,21.118,35.95,None
0.123,-0.214,1.581,20.081,18.982,40.771,None
0.193,-0.477,1.86,14.709,6.714,46.692,None
0.204,-0.6,1.956,11.597,-2.869,47.363,None
0.213,-0.723,2.018,10.62,-23.926,45.654,None
0.248,-0.918,2.063,12.024,-34.546,42.969,None
0.272,-1.055,1.998,7.629,-56.335,36.743,None
0.302,-1.136,1.925,3.479,-67.139,32.837,None
0.259,-1.225,1.7180000000000002,-1.465,-85.571,24.536,None
0.35600000000000004,-1.117,1.614,-1.465,-91.858,18.982,None
0.348,-1.272,1.4269999999999998,11.108,-98.572,12.268,None
0.37,-1.265,1.394,9.155,-102.295,6.957999999999998,None
0.39,-1.234,1.202,26.184,-106.812,-4.395,None
0.393,-1.19,1.051,22.949,-110.413,-13.611,None
0.377,-1.118,0.96,29.724,-110.779,-19.653,None
0.335,-0.954,0.825,45.898,-107.361,-30.09,None
0.317,-0.8759999999999999,0.775,57.678,-103.699,-33.936,None
0.25,-0.774,0.645,79.285,-98.145,-39.612,None
0.219,-0.721,0.57,85.32700000000001,-95.52,-42.542,None
0.16399999999999998,-0.598,0.4270000000000001,85.693,-90.515,-48.218,3beats_2
0.126,-0.51,0.37,74.585,-85.205,-51.758,None
0.068,-0.321,0.242,68.42,-83.008,-51.575,None
-0.002,-0.18600000000000005,0.14,59.875,-75.98899999999998,-48.279,None
-0.026,-0.132,0.108,56.152,-71.71600000000002,-45.776,None
-0.071,-0.071,-0.008,39.246,-65.857,-38.452,None
-0.107,-0.061,-0.056,32.349000000000004,-62.805,-34.973,None
-0.134,-0.058,-0.027000000000000003,28.503,-51.941,-28.381,None
-0.141,-0.046,-0.021,26.917,-48.218,-25.635,None
-0.154,-0.002,-0.08199999999999999,18.25,-44.128,-20.081,None
-0.16899999999999998,0.029,-0.126,8.24,-39.185,-14.404000000000002,None
-0.21,0.08800000000000001,-0.159,5.371,-35.095,-11.23,None
-0.234,0.163,-0.188,-0.061,-26.978,-5.127000000000002,None
-0.235,0.217,-0.198,-5.432,-23.01,-1.465,None
-0.211,0.315,-0.16399999999999998,-18.616,-13.794,7.202000000000001,None
-0.162,0.425,-0.18,-38.81800000000001,-6.897,18.677,None
-0.149,0.49,-0.234,-46.265,-2.869,25.33,None
-0.116,0.578,-0.274,-40.833,11.78,41.62600000000001,None
-0.07400000000000001,0.595,-0.182,-23.071,33.813,60.12,None
-0.002,0.594,-0.061,-15.442,45.532,70.12899999999999,None
0.104,0.5489999999999999,0.29100000000000004,-8.118,64.27,90.332,None
0.16899999999999998,0.517,0.456,-15.747,69.031,99.854,None
0.292,0.47,0.755,-42.053,71.655,119.751,None
0.358,0.4320000000000001,0.935,-53.101000000000006,72.449,129.944,None
0.521,0.243,1.324,-71.22800000000002,70.923,152.588,None
0.596,0.117,1.439,-78.186,67.688,163.14700000000005,None
0.71,-0.244,1.445,-97.656,57.861,184.021,None
0.743,-0.48,1.402,-102.722,55.42,192.139,None
0.7609999999999999,-0.994,1.332,-100.464,57.922,200.378,None
0.885,-1.133,1.252,-87.83,60.852,199.28,None
0.973,-1.419,1.521,-96.741,64.392,190.674,None
0.909,-1.617,1.886,-57.19,67.139,184.143,None
0.853,-1.984,2.573,-25.33,56.94600000000001,163.269,None
0.8009999999999999,-2.35,2.648,-9.155,28.687,138.184,None
0.78,-2.624,2.718,-18.494,7.324,118.286,None
0.603,-2.701,2.344,-44.312,-33.081,76.59899999999998,None
0.541,-2.6060000000000003,2.125,-53.345,-49.927,54.871,None
0.457,-2.275,1.685,-63.049,-74.646,16.663,None
0.415,-2.08,1.463,-65.735,-83.374,0.5489999999999999,None
0.327,-1.659,1.0490000000000002,-67.749,-91.614,-24.719,None
0.282,-1.4509999999999998,0.872,-66.77199999999999,-91.858,-42.48,None
0.257,-1.024,0.629,-54.44300000000001,-87.15799999999999,-48.767,None
0.194,-0.733,0.434,-40.344,-81.665,-56.03,None
0.123,-0.568,0.369,-32.532,-78.064,-57.129,None
0.073,-0.373,0.181,-19.165,-68.42,-52.368,None
0.047,-0.308,0.093,-13.672,-63.477,-48.157,None
0.08,-0.269,-0.114,3.052,-50.842,-38.94,None
0.049,-0.261,-0.212,5.432,-42.908,-34.18,None
0.09,-0.3720000000000001,-0.243,23.56,-21.423,-25.085,None
0.112,-0.434,-0.252,28.503,-3.54,-20.508000000000006,None
0.15,-0.565,-0.29100000000000004,25.024,4.883,-19.348,None
0.187,-0.6629999999999999,-0.25,14.099,23.315,-21.118,None
0.204,-0.687,-0.187,12.085,33.63,-23.437,None
0.261,-0.7390000000000001,-0.062,7.996,55.176,-28.87,None
0.302,-0.741,-0.017,5.127000000000002,63.965,-32.471,None
0.344,-0.73,0.108,6.042000000000002,77.087,-40.039,None
0.363,-0.7170000000000001,0.179,8.789,83.984,-43.396,None
0.415,-0.6559999999999999,0.274,15.686,96.924,-49.683,None
0.419,-0.637,0.31,20.447,102.356,-51.819,None
0.483,-0.684,0.461,23.01,110.962,-54.13800000000001,None
0.505,-0.7190000000000001,0.509,15.015,113.525,-58.655,None
0.5529999999999999,-0.725,0.596,10.62,115.112,-62.012,None
0.594,-0.7040000000000001,0.698,9.399,119.08,-67.81,None
0.628,-0.701,0.79,12.451,122.803,-70.862,None
0.654,-0.69,1.055,23.01,129.88299999999998,-76.477,None
0.675,-0.6729999999999999,1.204,28.809,131.653,-79.285,None
0.679,-0.611,1.53,36.072,130.493,-84.9,None
0.675,-0.536,1.722,33.203,127.625,-88.135,None
0.622,-0.32299999999999995,2.07,17.151,112.854,-91.614,None
0.586,-0.215,2.259,0.5489999999999999,88.56200000000003,-89.417,None
0.504,-0.018000000000000002,2.275,-8.118,73.73,-85.75399999999998,None
0.387,0.078,2.224,-15.259,45.532,-75.195,None
0.343,0.107,2.168,-13.062,32.593,-68.97,None
0.276,0.17600000000000002,1.988,-6.104,8.667,-56.274,None
0.242,0.177,1.849,-1.404,-2.502,-49.011,None
0.19,0.047,1.5,10.864,-19.348,-33.386,None
0.156,-0.053,1.3230000000000002,20.386,-28.687,-22.705,None
0.111,-0.228,1.032,22.949,-30.518,-19.531,None
0.077,-0.298,0.8340000000000001,20.386,-30.701,-16.968,None
0.059,-0.321,0.7659999999999999,17.273,-29.175,-15.869000000000002,None
0.042,-0.35200000000000004,0.718,14.404000000000002,-24.048,-13.977,None
0.038,-0.363,0.726,15.93,-21.179,-13.184,None
0.03,-0.3670000000000001,0.754,19.531,-17.151,-12.024,None
0.027000000000000003,-0.381,0.7709999999999999,20.325,-15.808,-11.169,None
0.014,-0.401,0.818,15.380999999999998,-14.709,-9.827,None
0.013,-0.395,0.8440000000000001,7.385,-15.564,-9.399,None
0.006999999999999999,-0.35600000000000004,0.919,4.517,-16.602,-9.155,None
0.031,-0.321,0.967,3.6010000000000004,-19.775,-7.141,None
0.039,-0.317,0.983,5.005,-21.79,-6.042000000000002,None
0.068,-0.319,1.001,9.644,-24.902,-3.235,None
0.086,-0.319,1.007,11.963,-25.757,-1.404,3beats_3
0.124,-0.366,1.047,16.357,-26.794,2.441,None
0.134,-0.417,1.118,19.043,-26.245,4.272,None
0.187,-0.61,1.355,24.536,-25.085,7.263,None
0.215,-0.727,1.496,24.536,-31.921,5.676,None
0.268,-0.908,1.775,18.311,-38.696,2.8080000000000003,None
0.344,-1.103,1.989,9.216,-57.129,-3.174,None
0.381,-1.217,2.059,1.404,-68.542,-6.653,None
0.448,-1.403,2.0540000000000003,-19.531,-95.886,-17.273,None
0.477,-1.467,1.994,-28.137,-109.436,-23.743,None
0.529,-1.51,1.717,-31.128,-133.05700000000002,-39.001,None
0.529,-1.416,1.509,-33.447,-143.25,-55.969,None
0.464,-1.101,1.105,-35.95,-156.189,-62.073,None
0.425,-0.943,0.7979999999999999,-40.222,-159.363,-67.444,None
0.308,-0.653,0.6709999999999999,-40.955,-158.936,-67.2,None
0.269,-0.442,0.408,-34.302,-155.82299999999995,-63.354,None
0.124,-0.436,0.301,-31.128,-151.917,-59.20399999999999,None
0.065,-0.211,0.092,-16.174,-142.21200000000005,-52.673,None
0.049,-0.208,0.006999999999999999,-5.5539999999999985,-134.338,-47.424,None
-0.11,-0.183,-0.13,-9.583,-119.568,-37.842,None
-0.111,-0.069,-0.187,-3.2960000000000003,-101.685,-29.846,None
-0.155,-0.031,-0.202,-4.0280000000000005,-93.445,-24.658,None
-0.214,0.01,-0.199,-5.188,-77.148,-13.794,None
-0.256,0.027000000000000003,-0.166,-6.775,-62.256,-3.54,None
-0.272,0.038,-0.14,-7.568,-55.42,1.404,None
-0.28800000000000003,0.043,-0.127,-9.46,-43.335,11.597,None
-0.299,0.053,-0.165,-8.728,-31.311,20.752,None
-0.297,0.052000000000000005,-0.17600000000000002,-5.5539999999999985,-24.231,24.963,None
-0.327,-0.094,-0.13,-3.906,-8.423,33.751999999999995,None
-0.272,0.036000000000000004,-0.152,-12.207,3.784,37.048,None
-0.251,0.07,-0.114,-10.071,11.963,39.856,None
-0.251,0.15,0.016,-5.981,26.245,44.617,None
-0.234,0.191,0.08900000000000001,1.3430000000000002,32.593,47.607,None
-0.107,0.289,0.228,10.925,42.114,55.115,None
-0.245,0.261,0.28300000000000003,9.46,45.471,61.035,None
-0.071,0.449,0.4270000000000001,5.432,48.645,69.39699999999999,None
-0.092,0.354,0.443,5.005,47.363,76.477,None
-0.067,0.319,0.61,-11.169,46.448,89.417,None
0.011,0.251,0.509,-24.536,46.93600000000001,95.459,None
0.023,0.233,0.441,-46.265,47.791,105.896,None
0.084,0.193,0.369,-49.255,50.11,109.741,None
0.115,0.18,0.382,-40.771,57.37300000000001,115.723,None
0.197,0.206,0.459,-36.316,61.646,119.263,None
0.243,0.232,0.51,-33.63,70.19,129.639,None
0.345,0.21600000000000005,0.595,-35.278,74.585,136.841,None
0.394,0.17800000000000002,0.674,-32.41,83.86200000000002,152.283,None
0.515,-0.009000000000000001,0.845,-32.532,84.77799999999998,159.851,None
0.607,-0.092,1.09,-32.349000000000004,84.595,174.13299999999995,None
0.687,-0.409,1.0490000000000002,-26.794,87.036,179.382,None
0.809,-0.848,1.083,-18.372,84.412,184.875,None
0.825,-0.968,1.029,-28.198,84.656,184.326,None
0.911,-1.154,0.98,-33.02,90.027,180.786,None
0.953,-1.245,1.123,-26.489,92.712,178.101,None
1.018,-1.587,1.845,-3.967,86.914,166.44299999999996,None
1.013,-1.786,2.086,14.404000000000002,62.927,145.02,None
1.0,-2.126,2.279,34.241,60.181,131.47,None
0.908,-2.259,2.316,44.37300000000001,42.969,114.746,None
0.862,-2.475,2.193,29.297,14.893,79.529,None
0.809,-2.48,2.026,14.404000000000002,-0.488,59.875,None
0.737,-2.189,1.606,-13.428,-26.062,19.165,3beats_1
0.698,-1.992,1.342,-20.813,-35.217,1.648,None
0.635,-1.643,0.8290000000000001,-25.085,-44.556,-23.254,None
0.606,-1.49,0.552,-23.071,-43.335,-39.612,None
0.536,-1.258,0.21,-20.386,-39.978,-45.166,None
0.504,-1.108,0.122,-12.512,-29.724,-52.551,None
0.478,-1.016,0.107,-15.259,-23.804,-55.298,None
0.445,-0.89,0.08900000000000001,-16.602,-11.78,-58.289,None
0.431,-0.8590000000000001,0.109,-17.334,-6.409,-58.777,None
0.416,-0.8079999999999999,0.146,-19.775,4.761,-60.12,None
0.418,-0.785,0.142,-21.484,10.071,-61.218,None
0.4,-0.6779999999999999,0.113,-21.484,21.362,-64.148,None
0.396,-0.624,0.115,-17.151,34.302,-65.186,None
0.38,-0.506,0.108,-16.296,40.894,-65.369,None
0.36,-0.411,0.132,-22.705,52.063,-64.02600000000001,None
0.355,-0.37,0.158,-27.222,57.37300000000001,-62.86600000000001,None
0.368,-0.271,0.224,-34.241,66.528,-59.326,None
0.407,-0.238,0.252,-31.738000000000003,71.71600000000002,-56.885,None
0.455,-0.245,0.362,-14.220999999999998,82.275,-50.476000000000006,None
0.486,-0.321,0.423,-0.8540000000000001,87.036,-46.448,None
0.5529999999999999,-0.507,0.503,26.611,94.971,-41.504,None
0.595,-0.604,0.5379999999999999,33.264,98.206,-40.649,None
0.657,-0.8059999999999999,0.615,32.776,103.943,-41.992,None
0.6920000000000001,-0.998,0.6759999999999999,18.738,107.483,-47.913,None
0.757,-1.068,0.7240000000000001,11.536,108.948,-53.467,None
0.821,-1.118,0.828,-0.244,111.755,-67.688,None
0.8420000000000001,-1.12,0.8740000000000001,-4.456,111.755,-75.439,None
0.8809999999999999,-1.037,0.986,-8.423,111.633,-92.102,None
0.885,-0.927,1.079,-11.597,111.267,-100.83,None
0.865,-0.578,1.3219999999999998,-18.25,107.605,-115.112,None
0.8340000000000001,-0.391,1.4380000000000002,-25.391,95.459,-120.911,None
0.745,-0.025,1.597,-30.151,87.219,-120.789,None
0.614,0.298,1.641,-35.828,67.87100000000001,-114.38,None
0.552,0.454,1.633,-35.95,58.899,-108.948,None
0.4320000000000001,0.698,1.578,-26.794,42.358,-92.529,None
0.373,0.782,1.5730000000000002,-18.555,36.011,-81.604,None
0.302,0.7929999999999999,1.614,-0.4270000000000001,24.719,-55.237,None
0.28800000000000003,0.742,1.578,7.019,17.029,-28.381,None
0.261,0.528,1.391,16.846,1.221,-15.747,None
0.249,0.371,1.3,23.56,-3.845,10.681,None
0.277,0.071,1.136,37.903,-9.949,11.353,None
0.273,-0.061,1.056,42.358,-12.39,17.273,None
0.28600000000000003,-0.332,0.959,45.166,-14.587,25.208,None
0.294,-0.461,0.938,41.809,-15.564,27.344,None
0.311,-0.66,0.924,31.738000000000003,-15.686,26.733,None
0.328,-0.792,1.029,24.17,-14.220999999999998,23.193,None
0.342,-0.861,1.111,21.362,-14.587,20.813,None
0.365,-0.965,1.233,11.292,-20.63,14.709,None
0.366,-1.009,1.287,7.324,-24.597,11.169,None
0.4,-1.063,1.379,1.221,-33.264,2.625,None
0.412,-1.038,1.419,-0.61,-38.696,-2.136,None
0.429,-0.985,1.536,-0.8540000000000001,-49.744,-8.972000000000003,None
0.449,-0.974,1.606,1.77,-62.56100000000001,-13.855,None
0.476,-0.978,1.641,3.357,-69.336,-15.869000000000002,None
0.518,-1.04,1.6469999999999998,8.057,-83.984,-20.081,None
0.5479999999999999,-1.081,1.631,12.817,-90.698,-22.888,None
0.599,-1.1740000000000002,1.537,18.86,-104.065,-29.541,None
0.612,-1.226,1.461,20.02,-111.145,-33.751999999999995,None
0.632,-1.301,1.319,26.184,-119.507,-44.067,None
0.636,-1.305,1.253,27.893,-138.611,-57.434,None
0.637,-1.247,1.063,29.236,-129.822,-64.209,3beats_2
0.627,-1.123,0.918,22.522,-132.996,-76.59899999999998,None
0.593,-1.009,0.88,21.79,-133.05700000000002,-81.665,None
0.5429999999999999,-0.789,0.738,26.978,-135.071,-89.417,None
0.516,-0.6759999999999999,0.6459999999999999,32.593,-135.864,-92.041,None
0.444,-0.495,0.485,36.072,-134.27700000000002,-93.811,None
0.395,-0.424,0.412,33.447,-133.30100000000002,-93.384,None
0.311,-0.251,0.253,20.813,-131.226,-90.881,None
0.265,-0.157,0.171,14.954,-126.77,-84.412,None
0.162,0.003,0.028,2.563,-123.352,-79.22399999999998,None
0.07,0.093,-0.067,4.333,-112.122,-66.833,None
0.109,0.14400000000000002,-0.111,3.906,-106.018,-59.99800000000001,None
-0.109,0.15,-0.2,-6.653,-95.093,-46.93600000000001,None
-0.093,0.217,-0.181,-8.972000000000003,-87.585,-40.649,None
-0.127,0.198,-0.161,5.676,-69.946,-24.902,None
-0.174,0.163,-0.14400000000000002,4.883,-56.458,-10.742,None
-0.183,0.16399999999999998,-0.139,0.488,-50.964,-4.761,None
-0.214,0.199,-0.145,-12.755999999999998,-40.588,7.568,None
-0.21600000000000005,0.17800000000000002,-0.147,-15.564,-35.339,14.587,None
-0.223,0.102,-0.13,-17.09,-23.987,26.794,None
-0.211,0.027000000000000003,-0.108,-17.639,-12.939,35.461,None
-0.204,0.023,-0.102,-20.874,-8.484,38.33,None
-0.184,0.057,-0.08199999999999999,-28.809,0.5489999999999999,43.396,None
-0.147,0.142,-0.068,-37.537,9.644,48.95,None
-0.13,0.18600000000000005,-0.068,-40.405,14.587,52.612,None
-0.081,0.232,-0.036000000000000004,-37.781,27.039,61.584,None
-0.059,0.233,0.016,-36.804,34.058,66.345,None
0.028,0.214,0.1,-30.945,46.753,76.05,None
0.066,0.226,0.151,-31.006,52.612,80.017,None
0.123,0.28800000000000003,0.298,-33.691,62.988,88.806,None
0.16699999999999998,0.329,0.386,-39.551,67.139,94.543,None
0.29100000000000004,0.419,0.5,-62.805,72.327,108.521,None
0.409,0.471,0.515,-71.594,74.28,116.394,None
0.384,0.546,0.637,-74.46300000000002,81.482,134.094,None
0.52,0.616,0.6990000000000001,-75.867,86.12100000000002,145.264,None
0.708,0.565,0.7390000000000001,-56.76300000000001,95.032,174.805,None
0.8320000000000001,0.487,0.823,-49.316,100.403,190.979,None
1.096,0.035,1.012,-21.729,110.657,222.9,None
1.23,-0.264,1.09,-11.963,112.244,235.718,None
1.425,-0.963,1.412,13.977,111.084,250.61,None
1.5019999999999998,-1.436,1.658,36.438,106.262,252.625,None
1.495,-2.465,2.167,84.71700000000001,82.52,238.281,None
1.476,-2.854,2.293,107.117,64.453,220.215,None
1.3090000000000002,-3.568,2.161,74.646,24.231,167.725,None
1.189,-3.522,2.063,56.94600000000001,5.188,135.925,None
1.133,-3.67,1.915,10.62,-25.391,72.021,None
0.922,-3.128,1.626,-11.902,-38.51300000000001,42.48,None
0.8540000000000001,-2.7880000000000003,1.474,-37.292,-56.091,-4.0280000000000005,None
0.742,-2.129,1.165,-43.396,-62.073,-20.325,None
0.61,-1.521,0.779,-48.706,-70.068,-42.114,None
0.562,-1.3,0.585,-47.18,-71.22800000000002,-47.119,None
0.452,-1.016,0.263,-31.433000000000003,-66.895,-51.575,None
0.444,-0.927,0.131,-24.658,-61.646,-51.514,None
0.331,-0.7709999999999999,-0.078,-20.813,-48.767,-50.049,None
0.3,-0.7190000000000001,-0.16,-4.7,-31.25,-46.265,None
0.255,-0.711,-0.223,-2.197,-22.888,-44.861,None
0.258,-0.701,-0.266,-3.662,-4.7,-43.213,None
0.261,-0.68,-0.282,-7.263,12.817,-43.335,None
0.275,-0.639,-0.233,-8.118,20.996,-43.823,None
0.312,-0.578,-0.183,-8.789,37.415,-43.335,None
0.396,-0.524,-0.145,-8.118,51.758,-42.114,None
0.4270000000000001,-0.493,-0.126,-8.24,58.472,-40.955,None
0.507,-0.507,-0.085,-5.127000000000002,72.75399999999998,-35.889,None
0.599,-0.618,-0.101,0.916,87.524,-30.701,None
0.635,-0.6759999999999999,-0.105,5.4929999999999986,95.764,-29.358,None
0.679,-0.8220000000000001,-0.2,2.747,112.0,-26.489,None
0.888,-0.971,0.012,-11.047,118.774,-24.841,None
0.911,-1.279,-0.012,17.7,136.597,-30.823,None
0.99,-1.307,0.109,10.376,151.733,-44.495,None
1.11,-1.338,0.36,7.141,157.654,-51.941,None
1.142,-1.3019999999999998,0.557,-15.991,162.292,-68.726,None
1.168,-1.123,0.955,-23.56,161.377,-77.69800000000002,None
1.169,-0.907,1.354,-28.198,153.381,-91.858,None
1.146,-0.81,1.491,-33.386,145.264,-97.046,None
1.051,-0.526,1.768,-33.63,125.305,-105.652,None
1.025,-0.447,1.795,-18.188,114.502,-107.239,None
0.8859999999999999,-0.259,1.812,-21.423,90.21,-107.422,None
0.765,-0.08900000000000001,1.73,-18.677,67.688,-103.333,None
0.6940000000000001,0.004,1.661,-21.484,56.824,-99.792,None
0.5539999999999999,0.156,1.51,-19.348,39.185,-89.05,None
0.501,0.197,1.459,-12.634,32.837,-81.90899999999998,None
0.391,0.153,1.361,1.2819999999999998,21.729,-65.857,None
0.348,0.24,1.254,7.019,15.564,-59.082,None
0.312,0.184,1.121,19.531,9.155,-41.992,None
0.29600000000000004,0.114,1.062,25.574,7.019,-33.447,None
0.276,-0.025,0.987,26.794,4.333,-19.348,None
0.269,-0.098,0.959,26.367,3.113,-13.367,None
0.262,-0.26,0.996,25.146,2.8080000000000003,-4.456,None
