aX,aY,aZ,gX,gY,gZ,,,,
-0.566,-0.023,0.594,-5.554,-95.398,18.372,,,,
-0.58,-0.035,0.531,-7.568,-93.628,18.127,,,,
-0.592,-0.032,0.486,-9.094,-90.881,17.822,,,,
-0.593,-0.026,0.441,-9.583,-87.646,17.456,,,,
-0.605,-0.033,0.386,-9.216,-84.045,17.456,,,,
-0.624,-0.056,0.33,-7.629,-80.078,17.212,,,,
-0.64,-0.062,0.287,-8.301,-75.562,16.602,,,,
-0.651,-0.07,0.252,-8.362,-70.374,16.052,,,,
-0.665,-0.082,0.226,-7.141,-64.941,15.442,,,,
-0.68,-0.091,0.206,-6.226,-59.326,14.526,,,,
-0.69,-0.091,0.197,-5.066,-53.345,13.733,,,,
-0.695,-0.087,0.187,-3.967,-47.668,12.573,,,,
-0.704,-0.086,0.177,-3.052,-42.358,11.597,,,,
-0.712,-0.085,0.169,-2.38,-37.17,10.742,,,,
-0.72,-0.078,0.176,-1.831,-31.677,9.827,,,,
-0.72,-0.066,0.19,-1.16,-26.184,8.972,,,,
-0.729,-0.056,0.194,0.671,-21.362,8.423,,,,
-0.737,-0.054,0.198,2.808,-16.418,7.996,,,,
-0.74,-0.059,0.216,4.028,-11.78,7.629,,,,
-0.735,-0.06,0.238,5.249,-7.446,7.446,,,,
-0.737,-0.066,0.253,6.348,-3.662,6.958,,,,
-0.738,-0.076,0.273,7.019,0,6.47,,,,
-0.737,-0.083,0.301,6.897,3.54,5.859,,,,
-0.739,-0.077,0.339,6.104,6.714,4.761,,,,
-0.739,-0.058,0.385,5.188,9.521,3.723,,,,
-0.736,-0.039,0.439,4.272,11.658,2.991,,,,
-0.734,-0.028,0.479,4.639,13,2.686,,,,
-0.737,-0.022,0.506,5.737,13.733,2.38,,,,
-0.735,-0.022,0.525,6.042,13.977,2.319,,,,
-0.734,-0.025,0.542,5.676,14.099,1.953,,,,
-0.733,-0.033,0.544,4.7,13.916,1.648,,,,
-0.733,-0.044,0.526,3.113,13.489,1.404,,,,
-0.737,-0.066,0.499,1.221,13.367,1.16,,,,
-0.742,-0.09,0.478,0.183,14.038,0.549,,,,
-0.745,-0.101,0.476,-0.366,15.625,-0.427,,,,
-0.738,-0.099,0.483,-0.732,17.395,-1.77,,,,
-0.732,-0.098,0.476,-1.526,18.86,-2.686,,,,
-0.731,-0.108,0.449,-2.747,19.714,-3.601,,,,
-0.731,-0.119,0.417,-4.761,20.996,-4.639,,,,
-0.724,-0.119,0.389,-6.531,22.827,-5.676,,,,
-0.716,-0.12,0.354,-8.362,25.024,-6.47,,,,
-0.708,-0.124,0.311,-10.01,27.771,-7.629,,,,
-0.703,-0.129,0.26,-12.39,30.884,-8.972,,,,
-0.693,-0.134,0.224,-14.832,35.583,-10.437,,,,
-0.678,-0.133,0.198,-16.418,40.894,-11.963,,,,
-0.661,-0.139,0.187,-16.602,47.058,-13.611,,,,
-0.645,-0.132,0.199,-15.137,53.894,-15.32,,,,
-0.623,-0.125,0.219,-12.329,61.096,-17.09,,,,
-0.611,-0.106,0.251,-9.949,67.688,-18.982,,,,
-0.588,-0.078,0.305,-8.484,73.73,-20.813,,,,
-0.558,-0.054,0.343,-6.897,78.857,-22.156,,,,
-0.525,-0.057,0.366,-4.822,82.886,-22.827,,,,
-0.512,-0.069,0.365,-3.723,86.243,-23.865,,,,
-0.491,-0.089,0.361,-3.967,89.172,-25.085,,,,
-0.467,-0.109,0.363,-5.188,92.896,-26.489,,,,
-0.459,-0.115,0.378,-6.958,96.924,-28.442,,,,
-0.452,-0.083,0.448,-9.888,101.746,-31.311,,,,
-0.443,-0.006,0.562,-10.742,106.75,-34.119,,,,
-0.416,0.089,0.719,-6.226,111.389,-35.889,,,,
-0.402,0.189,0.863,1.282,113.525,-36.255,,,,
-0.405,0.253,1.018,10.986,113.342,-34.546,,,,
-0.4,0.314,1.152,19.836,111.572,-31.982,,,,
-0.399,0.342,1.266,24.902,107.117,-28.076,,,,
-0.395,0.349,1.354,25.208,100.708,-23.56,,,,
-0.4,0.329,1.407,21.912,92.224,-19.104,,,,
-0.432,0.306,1.467,15.442,83.13,-15.32,,,,
-0.446,0.295,1.533,10.559,74.585,-12.085,,,,
-0.44,0.281,1.582,8.789,65.369,-9.46,,,,
-0.453,0.255,1.593,7.751,55.298,-7.019,,,,
-0.458,0.221,1.578,6.531,44.983,-5.615,,,,
-0.468,0.193,1.544,3.296,35.339,-4.456,,,,
-0.473,0.176,1.493,-1.038,26.245,-3.662,,,,
-0.476,0.162,1.423,-5.493,17.822,-2.869,,,,
-0.484,0.153,1.357,-9.094,10.681,-2.38,,,,
-0.487,0.148,1.294,-10.925,5.188,-1.587,,,,
-0.488,0.136,1.228,-11.902,0.671,-0.732,,,,
-0.489,0.129,1.172,-12.146,-2.869,-0.061,,,,
-0.492,0.114,1.124,-11.414,-5.31,0.549,,,,
-0.489,0.099,1.078,-9.644,-7.385,1.221,,,,
-0.485,0.081,1.031,-8.301,-8.911,1.526,,,,
-0.482,0.057,0.982,-7.507,-10.498,1.892,,,,
-0.478,0.041,0.934,-7.568,-11.78,2.075,,,,
-0.473,0.031,0.893,-7.874,-12.39,1.77,,,,
-0.472,0.029,0.853,-8.118,-12.268,1.404,,,,
-0.469,0.036,0.82,-8.118,-11.963,0.854,,,,
-0.469,0.043,0.787,-7.568,-11.292,0.549,,,,
-0.466,0.045,0.764,-6.287,-10.132,0.427,,,,
-0.464,0.043,0.741,-5.005,-8.972,0.427,,,,
-0.465,0.047,0.732,-3.845,-7.385,0.061,,,,
-0.46,0.054,0.744,-2.991,-5.554,-0.366,,,,
-0.463,0.067,0.764,-1.709,-3.662,-0.61,,,,
-0.46,0.086,0.813,0.549,-1.709,-0.854,,,,
-0.453,0.105,0.862,3.54,-0.183,-0.671,,,,
-0.451,0.114,0.895,6.226,-0.061,-0.366,,,,
-0.456,0.119,0.93,7.568,-0.366,0,,,,
-0.458,0.127,0.971,8.484,-1.221,0.244,,,,
-0.463,0.139,1.01,9.949,-2.686,0.61,,,,
-0.467,0.15,1.063,11.475,-4.333,1.343,,,,
-0.479,0.168,1.123,12.939,-6.531,1.953,,,,
-0.487,0.2,1.212,15.198,-8.728,2.747,,,,
-0.473,0.226,1.287,18.982,-12.146,4.028,,,,
-0.479,0.233,1.348,22.644,-17.517,5.859,,,,
-0.477,0.234,1.408,24.658,-23.682,7.812,,,,
-0.47,0.22,1.443,25.269,-30.762,9.583,,,,
-0.466,0.187,1.449,24.292,-38.818,11.536,,,,
-0.48,0.165,1.462,21.484,-47.424,12.756,,,,
-0.469,0.158,1.481,17.944,-55.481,13.611,,,,
-0.471,0.154,1.48,15.93,-63.965,14.465,,,,
-0.464,0.137,1.469,15.991,-72.449,15.564,,,,
-0.461,0.12,1.43,16.541,-80.872,16.357,,,,
-0.464,0.106,1.386,15.991,-88.806,16.907,,,,
-0.456,0.098,1.332,14.893,-96.191,17.273,,,,
-0.453,0.088,1.261,12.695,-103.21,17.639,,,,
-0.466,0.087,1.192,10.01,-109.07,18.188,,,,
-0.462,0.079,1.116,8.362,-114.014,18.494,,,,
-0.461,0.067,1.014,7.446,-118.469,19.165,,,,
-0.464,0.041,0.904,5.615,-122.253,19.958,,,,
-0.479,0.013,0.792,2.441,-124.634,20.691,,,,
-0.487,-0.012,0.698,-1.831,-125.427,20.935,,,,
-0.498,-0.035,0.596,-6.226,-125.244,20.813,,,,
-0.526,-0.055,0.499,-8.85,-124.146,20.691,,,,
-0.547,-0.058,0.43,-9.949,-121.338,20.142,,,,
-0.553,-0.058,0.372,-9.277,-117.188,19.714,,,,
-0.567,-0.062,0.312,-6.714,-112.976,19.104,,,,
-0.582,-0.072,0.233,-3.113,-108.398,18.555,,,,
-0.595,-0.094,0.165,-2.075,-103.333,18.005,,,,
-0.613,-0.112,0.096,-2.686,-97.595,17.151,,,,
-0.631,-0.134,0.039,-4.211,-91.309,16.296,,,,
-0.65,-0.151,-0.011,-6.165,-84.29,15.259,,,,
-0.669,-0.158,-0.054,-7.812,-76.721,13.611,,,,
-0.687,-0.159,-0.085,-9.46,-68.604,12.024,,,,
-0.706,-0.154,-0.104,-9.033,-59.998,10.193,,,,
-0.721,-0.15,-0.11,-6.714,-51.147,8.667,,,,
-0.734,-0.132,-0.096,-4.333,-42.297,7.202,,,,
-0.748,-0.109,-0.075,-1.587,-33.691,5.981,,,,
-0.757,-0.092,-0.045,2.808,-25.208,4.7,,,,
-0.754,-0.074,-0.003,5.859,-17.151,4.089,,,,
-0.756,-0.059,0.024,8.789,-10.315,3.662,,,,
-0.764,-0.056,0.056,10.925,-4.639,3.418,,,,
-0.76,-0.049,0.099,10.864,0.854,3.174,,,,
-0.758,-0.047,0.142,11.78,6.042,3.174,,,,
-0.757,-0.053,0.177,12.878,10.437,3.052,,,,
-0.759,-0.063,0.211,12.817,14.221,2.991,,,,
-0.757,-0.075,0.251,12.39,17.761,2.747,,,,
-0.755,-0.077,0.29,11.902,20.752,2.38,,,,
-0.758,-0.082,0.33,12.268,23.254,1.831,,,,
-0.754,-0.091,0.372,12.939,25.574,1.526,,,,
-0.754,-0.09,0.423,13.916,27.466,0.671,,,,
-0.755,-0.086,0.472,14.038,28.748,-0.122,,,,
-0.753,-0.081,0.512,13.855,29.358,-1.038,,,,
-0.75,-0.075,0.539,12.207,29.053,-2.075,,,,
-0.752,-0.071,0.544,9.583,28.015,-2.625,,,,
-0.753,-0.072,0.534,5.798,26.978,-3.052,,,,
-0.759,-0.072,0.512,1.343,26.062,-4.089,,,,
-0.765,-0.066,0.486,-2.93,25.269,-4.822,,,,
-0.766,-0.064,0.45,-7.202,25.391,-5.493,,,,
-0.769,-0.061,0.409,-10.681,25.94,-5.981,,,,
-0.764,-0.055,0.374,-13.245,27.588,-6.348,,,,
-0.75,-0.048,0.336,-14.893,29.846,-6.47,,,,
-0.741,-0.067,0.282,-13.977,32.654,-6.653,,,,
-0.732,-0.115,0.211,-11.78,36.133,-6.714,,,,
-0.718,-0.159,0.148,-10.803,40.955,-7.446,,,,
-0.689,-0.216,0.089,-10.681,46.814,-8.972,,,,
-0.665,-0.272,0.033,-12.756,53.345,-11.23,,,,
-0.644,-0.312,-0.026,-17.029,60.181,-14.709,,,,
-0.605,-0.321,-0.07,-24.475,67.81,-19.226,,,,
-0.572,-0.305,-0.102,-34.729,75.562,-24.109,,,,
-0.545,-0.273,-0.117,-41.87,83.923,-29.175,,,,
-0.516,-0.21,-0.09,-45.959,93.75,-34.363,,,,
-0.465,-0.127,-0.013,-45.837,104.614,-38.33,,,,
-0.416,-0.041,0.074,-40.405,115.173,-41.443,,,,
-0.364,0.014,0.164,-31.616,124.451,-43.152,,,,
-0.364,0.044,0.267,-23.437,132.568,-43.823,,,,
-0.34,0.107,0.441,-15.503,140.93,-44.495,,,,
-0.299,0.199,0.618,-8.484,146.973,-45.044,,,,
-0.275,0.279,0.79,-2.38,148.865,-43.762,,,,
-0.274,0.333,0.955,-1.404,148.01,-40.833,,,,
-0.289,0.357,1.103,-2.258,144.653,-37.537,,,,
-0.31,0.371,1.262,-4.578,139.221,-33.875,,,,
-0.344,0.397,1.449,-5.371,132.751,-30.518,,,,
-0.344,0.453,1.658,-4.272,124.878,-27.466,,,,
-0.338,0.478,1.829,-1.099,114.624,-23.621,,,,
-0.356,0.445,1.893,2.441,100.098,-19.043,,,,
-0.379,0.389,1.908,2.38,84.106,-15.381,,,,
-0.4,0.334,1.898,-1.709,68.42,-13.123,,,,
-0.417,0.3,1.87,-8.057,52.795,-11.719,,,,
-0.432,0.281,1.812,-14.648,38.574,-11.047,,,,
-0.443,0.276,1.724,-19.348,25.94,-10.315,,,,
-0.46,0.278,1.622,-21.667,14.832,-9.644,,,,
-0.477,0.294,1.527,-22.461,6.104,-8.728,,,,
-0.49,0.305,1.43,-21.179,-1.221,-7.507,,,,
-0.496,0.317,1.338,-18.982,-6.714,-6.042,,,,
-0.5,0.311,1.241,-16.235,-10.864,-4.089,,,,
-0.503,0.277,1.148,-13.062,-13.977,-1.282,,,,
-0.501,0.241,1.074,-11.169,-16.357,1.221,,,,
-0.498,0.194,1.009,-9.155,-17.761,3.174,,,,
-0.489,0.145,0.956,-6.714,-18.25,4.578,,,,
-0.486,0.112,0.911,-5.066,-18.311,5.31,,,,
-0.483,0.084,0.873,-3.967,-17.944,5.676,,,,
-0.473,0.065,0.844,-2.93,-17.029,5.371,,,,
-0.467,0.054,0.812,-1.648,-16.357,4.517,,,,
-0.458,0.057,0.779,-0.305,-15.442,3.601,,,,
-0.453,0.057,0.754,0.732,-14.221,2.747,,,,
-0.455,0.063,0.745,1.526,-12.634,1.831,,,,
-0.451,0.09,0.756,2.136,-10.864,0.671,,,,
-0.443,0.122,0.767,3.418,-9.399,-0.061,,,,
-0.445,0.147,0.779,4.7,-8.423,-0.488,,,,
-0.439,0.169,0.802,5.066,-7.874,-0.366,,,,
-0.437,0.182,0.817,5.31,-7.507,0.061,,,,
-0.441,0.181,0.815,5.981,-7.751,0.732,,,,
-0.445,0.176,0.82,6.348,-7.751,1.465,,,,
-0.448,0.177,0.836,5.859,-7.446,1.953,,,,
-0.455,0.187,0.858,5.92,-7.263,2.075,,,,
-0.458,0.196,0.881,6.226,-7.446,2.38,,,,
-0.47,0.211,0.909,7.385,-7.935,2.991,,,,
-0.48,0.228,0.97,9.216,-8.057,3.662,,,,
-0.488,0.258,1.052,12.268,-8.667,4.456,,,,
-0.485,0.287,1.128,16.907,-10.01,5.737,,,,
-0.495,0.308,1.189,21.484,-13.184,7.202,,,,
-0.495,0.32,1.26,23.682,-17.456,9.216,,,,
-0.493,0.326,1.303,24.231,-23.071,11.536,,,,
-0.495,0.319,1.326,24.597,-29.541,13.855,,,,
-0.496,0.305,1.35,24.353,-36.377,16.174,,,,
-0.497,0.29,1.378,23.437,-43.396,18.127,,,,
-0.487,0.275,1.392,22.766,-50.049,20.142,,,,
-0.482,0.243,1.361,22.461,-57.739,22.095,,,,
-0.49,0.218,1.331,20.813,-65.491,23.499,,,,
-0.488,0.212,1.328,18.372,-72.021,24.292,,,,
-0.473,0.192,1.307,16.357,-78.491,25.452,,,,
-0.473,0.162,1.243,15.564,-85.51,26.489,,,,
-0.475,0.13,1.161,14.465,-91.98,26.794,,,,
-0.475,0.112,1.077,11.658,-97.229,27.1,,,,
-0.479,0.089,0.98,8.85,-101.44,27.1,,,,
-0.489,0.066,0.888,6.042,-104.614,27.039,,,,
-0.501,0.052,0.814,2.686,-106.018,26.855,,,,
-0.515,0.048,0.733,-0.305,-106.628,26.489,,,,
-0.529,0.034,0.646,-0.671,-106.445,26.306,,,,
-0.534,0.016,0.573,-0.366,-104.98,26.245,,,,
-0.554,-0.002,0.499,-0.244,-102.966,26.123,,,,
-0.568,-0.021,0.438,0.183,-100.098,25.696,,,,
-0.577,-0.03,0.389,-0.244,-96.436,25.208,,,,
-0.585,-0.041,0.333,-0.305,-92.407,24.597,,,,
-0.604,-0.06,0.273,0.366,-88.257,23.926,,,,
-0.619,-0.074,0.228,0.977,-83.374,23.132,,,,
-0.631,-0.086,0.2,1.526,-77.698,22.156,,,,
-0.641,-0.085,0.171,2.197,-71.899,21.179,,,,
-0.65,-0.1,0.144,3.174,-66.162,20.325,,,,
-0.662,-0.115,0.112,4.456,-60.181,19.104,,,,
-0.678,-0.125,0.087,4.272,-54.199,17.761,,,,
-0.686,-0.136,0.064,3.967,-47.852,16.296,,,,
-0.695,-0.149,0.033,3.113,-41.565,14.832,,,,
-0.718,-0.168,0,0.488,-35.461,13.367,,,,
-0.741,-0.175,-0.012,-1.831,-28.687,11.536,,,,
-0.752,-0.167,0.014,-1.587,-20.691,9.277,,,,
-0.75,-0.137,0.062,0.671,-12.573,6.958,,,,
-0.75,-0.109,0.105,3.906,-5.859,5.127,,,,
-0.749,-0.089,0.142,6.409,-0.061,3.845,,,,
-0.75,-0.067,0.175,6.531,5.127,2.808,,,,
-0.748,-0.041,0.223,6.104,9.583,2.258,,,,
-0.742,-0.026,0.283,8.057,14.16,1.953,,,,
-0.74,-0.027,0.333,11.719,17.822,2.258,,,,
-0.74,-0.031,0.372,14.832,20.447,2.197,,,,
-0.733,-0.031,0.419,14.954,22.278,2.075,,,,
-0.722,-0.03,0.454,13.611,23.56,2.014,,,,
-0.72,-0.04,0.468,12.024,23.926,2.075,,,,
-0.719,-0.057,0.465,9.46,23.987,1.587,,,,
-0.719,-0.083,0.457,6.897,24.231,1.221,,,,
-0.718,-0.109,0.452,5.005,24.963,0.427,,,,
-0.719,-0.124,0.451,3.357,26.55,-0.977,,,,
-0.715,-0.118,0.456,1.16,28.259,-2.686,,,,
-0.712,-0.105,0.467,-1.099,29.968,-4.395,,,,
-0.705,-0.086,0.474,-2.441,31.677,-5.798,,,,
-0.697,-0.07,0.472,-3.479,33.386,-6.653,,,,
-0.691,-0.062,0.459,-4.883,34.79,-7.507,,,,
-0.686,-0.062,0.436,-6.348,36.255,-8.118,,,,
-0.674,-0.069,0.404,-7.996,38.208,-8.911,,,,
-0.663,-0.091,0.355,-8.972,40.405,-9.521,,,,
-0.652,-0.115,0.29,-8.972,43.457,-10.681,,,,
-0.632,-0.148,0.228,-9.521,47.363,-12.085,,,,
-0.615,-0.192,0.165,-10.132,52.49,-13.672,,,,
-0.597,-0.217,0.128,-10.925,59.021,-16.296,,,,
-0.569,-0.244,0.125,-11.169,66.833,-19.104,,,,
-0.539,-0.254,0.141,-11.597,74.951,-22.339,,,,
-0.516,-0.274,0.174,-9.094,83.374,-25.94,,,,
-0.478,-0.267,0.233,-7.996,91.309,-29.846,,,,
-0.442,-0.245,0.292,-10.925,97.839,-34.241,,,,
-0.421,-0.204,0.353,-15.564,102.539,-38.269,,,,
-0.385,-0.161,0.409,-20.325,106.812,-41.87,,,,
-0.368,-0.115,0.453,-24.719,109.802,-45.41,,,,
-0.348,-0.059,0.498,-27.161,112.488,-48.34,,,,
-0.361,0.011,0.572,-28.809,115.051,-50.781,,,,
-0.394,0.13,0.738,-27.1,118.774,-52.734,,,,
-0.371,0.306,0.985,-20.874,122.986,-53.162,,,,
-0.371,0.475,1.215,-8.057,123.474,-51.025,,,,
-0.392,0.614,1.425,6.104,120.3,-46.021,,,,
-0.402,0.691,1.578,17.944,113.77,-38.696,,,,
-0.426,0.724,1.723,25.757,103.943,-30.518,,,,
-0.417,0.709,1.822,30.396,91.858,-21.606,,,,
-0.418,0.628,1.843,33.264,78.003,-13.062,,,,
-0.436,0.514,1.833,28.992,62.988,-6.042,,,,
-0.453,0.401,1.804,21.362,48.706,-1.282,,,,
-0.462,0.306,1.751,13.916,35.4,1.892,,,,
-0.469,0.238,1.666,6.897,23.071,3.479,,,,
-0.486,0.193,1.576,0.549,12.39,3.845,,,,
-0.49,0.164,1.513,-3.906,3.54,3.906,,,,
-0.493,0.14,1.438,-6.47,-3.845,4.089,,,,
-0.501,0.122,1.367,-7.202,-9.644,3.906,,,,
-0.491,0.119,1.301,-7.324,-14.404,3.601,,,,
-0.491,0.106,1.22,-6.714,-19.104,3.54,,,,
-0.489,0.091,1.142,-7.263,-23.499,3.662,,,,
-0.489,0.077,1.063,-9.155,-26.978,3.54,,,,
-0.494,0.075,0.984,-11.475,-29.541,3.174,,,,
-0.498,0.072,0.915,-12.634,-30.64,2.808,,,,
-0.5,0.078,0.868,-12.817,-30.579,2.808,,,,
-0.497,0.085,0.826,-11.719,-29.907,2.563,,,,
-0.494,0.089,0.782,-9.583,-28.87,2.808,,,,
-0.486,0.075,0.75,-7.507,-27.283,3.174,,,,
-0.48,0.058,0.719,-5.798,-26.001,3.662,,,,
-0.484,0.034,0.694,-4.822,-24.597,3.54,,,,
-0.477,0.017,0.678,-4.883,-22.827,3.174,,,,
-0.48,0.012,0.666,-5.371,-20.874,2.563,,,,
-0.487,0.014,0.662,-4.395,-18.921,1.282,,,,
-0.494,0.043,0.692,-3.906,-16.357,0.122,,,,
-0.489,0.09,0.745,-2.991,-13.672,-0.793,,,,
-0.49,0.13,0.779,-0.671,-12.085,-1.038,,,,
-0.499,0.167,0.813,1.221,-11.475,-1.099,,,,
-0.504,0.196,0.865,2.258,-11.108,-0.488,,,,
-0.514,0.236,0.937,3.052,-10.803,0.671,,,,
-0.512,0.272,1.008,6.165,-11.353,2.075,,,,
-0.517,0.295,1.07,9.521,-12.939,4.272,,,,
-0.529,0.314,1.131,12.39,-15.869,6.287,,,,
-0.525,0.336,1.196,13.672,-19.226,8.789,,,,
-0.52,0.35,1.232,15.259,-23.743,11.475,,,,
-0.526,0.348,1.255,16.541,-29.663,14.404,,,,
-0.525,0.346,1.279,16.907,-35.645,17.395,,,,
-0.526,0.344,1.303,16.174,-41.26,20.569,,,,
-0.517,0.312,1.306,17.822,-47.424,23.621,,,,
-0.515,0.276,1.291,19.653,-53.711,26.428,,,,
-0.511,0.232,1.273,21.118,-60.364,28.748,,,,
-0.506,0.178,1.233,21.301,-66.589,30.579,,,,
-0.51,0.124,1.179,19.775,-73.059,31.799,,,,
-0.509,0.087,1.151,18.127,-78.247,32.227,,,,
-0.503,0.059,1.11,18.25,-82.764,32.104,,,,
-0.502,0.024,1.049,18.921,-87.28,31.86,,,,
-0.502,-0.027,0.969,18.738,-91.431,31.494,,,,
-0.51,-0.071,0.872,16.785,-95.215,30.273,,,,
-0.522,-0.1,0.775,13,-97.778,28.503,,,,
-0.531,-0.118,0.691,8.301,-99.121,26.611,,,,
-0.549,-0.135,0.594,5.188,-99.243,24.658,,,,
-0.571,-0.147,0.506,3.235,-98.389,22.644,,,,
-0.588,-0.156,0.439,2.808,-95.581,20.569,,,,
-0.609,-0.142,0.383,3.113,-91.797,18.433,,,,
-0.624,-0.136,0.332,1.892,-87.402,16.907,,,,
-0.63,-0.141,0.285,-0.366,-82.886,15.625,,,,
-0.655,-0.139,0.232,-2.38,-78.186,14.099,,,,
-0.671,-0.132,0.198,-4.272,-72.388,12.573,,,,
-0.674,-0.118,0.182,-6.226,-66.589,11.475,,,,
-0.696,-0.106,0.164,-6.348,-60.486,10.498,,,,
-0.7,-0.106,0.137,-5.31,-54.626,9.705,,,,
-0.71,-0.095,0.123,-4.761,-48.523,8.85,,,,
-0.713,-0.094,0.115,-4.517,-42.419,8.118,,,,
-0.716,-0.094,0.1,-4.028,-36.743,7.568,,,,
-0.727,-0.091,0.096,-3.601,-30.823,6.836,,,,
-0.727,-0.086,0.109,-3.174,-24.536,6.042,,,,
-0.729,-0.078,0.12,-1.282,-18.494,5.676,,,,
-0.728,-0.073,0.126,1.16,-12.634,4.7,,,,
-0.734,-0.076,0.136,2.625,-7.507,4.272,,,,
-0.738,-0.065,0.171,2.319,-2.075,3.601,,,,
-0.734,-0.035,0.224,2.197,3.418,2.625,,,,
-0.733,-0.005,0.29,4.028,8.301,2.136,,,,
-0.724,0.016,0.348,6.226,12.268,2.625,,,,
-0.722,0.022,0.392,8.789,14.771,3.235,,,,
-0.719,0.011,0.416,10.62,16.235,4.028,,,,
-0.719,-0.008,0.422,10.681,17.273,4.456,,,,
-0.725,-0.03,0.424,9.521,17.944,4.639,,,,
-0.726,-0.05,0.434,7.874,18.921,4.395,,,,
-0.724,-0.06,0.442,6.165,20.142,3.845,,,,
-0.724,-0.065,0.448,4.211,21.423,2.808,,,,
-0.719,-0.068,0.449,1.648,22.522,1.953,,,,
-0.715,-0.078,0.438,-0.61,23.621,1.099,,,,
-0.714,-0.089,0.416,-3.296,24.78,0.244,,,,
-0.713,-0.097,0.4,-5.432,26.428,-0.977,,,,
-0.707,-0.115,0.4,-5.615,29.175,-2.136,,,,
-0.698,-0.131,0.392,-3.967,32.104,-3.418,,,,
-0.688,-0.152,0.361,-2.563,34.729,-4.944,,,,
-0.681,-0.183,0.321,-2.808,37.476,-6.287,,,,
-0.672,-0.204,0.291,-5.188,40.894,-8.179,,,,
-0.65,-0.21,0.259,-8.484,44.8,-11.047,,,,
-0.637,-0.216,0.214,-12.512,48.889,-13.855,,,,
-0.63,-0.206,0.168,-18.555,53.223,-17.029,,,,
-0.609,-0.173,0.151,-25.024,58.838,-20.264,,,,
-0.574,-0.143,0.137,-29.419,64.941,-22.705,,,,
-0.563,-0.142,0.114,-29.48,71.35,-24.658,,,,
-0.555,-0.154,0.125,-25.452,78.857,-26.489,,,,
-0.525,-0.134,0.193,-20.447,87.952,-28.87,,,,
-0.499,-0.065,0.285,-16.846,96.313,-31.677,,,,
-0.464,0,0.382,-13.245,103.21,-33.325,,,,
-0.463,0.064,0.464,-10.681,107.849,-34.119,,,,
-0.475,0.153,0.582,-8.85,111.084,-34.302,,,,
-0.462,0.261,0.773,-6.592,114.746,-33.081,,,,
-0.452,0.358,0.956,-1.343,116.516,-30.273,,,,
-0.444,0.42,1.111,7.751,115.234,-25.574,,,,
-0.44,0.447,1.204,16.479,111.023,-19.592,,,,
-0.446,0.425,1.294,21.423,105.591,-13.123,,,,
-0.457,0.382,1.344,24.597,98.938,-7.385,,,,
-0.463,0.321,1.404,24.231,91.431,-2.93,,,,
-0.464,0.263,1.469,23.193,84.106,0.793,,,,
-0.468,0.198,1.511,24.353,76.111,3.235,,,,
-0.469,0.142,1.534,23.804,67.444,4.761,,,,
-0.475,0.099,1.557,21.606,58.289,5.066,,,,
-0.471,0.064,1.57,18.066,49.133,4.944,,,,
-0.474,0.031,1.551,13.245,39.246,4.395,,,,
-0.487,0.009,1.514,7.141,29.419,3.052,,,,
-0.496,0.007,1.474,1.038,20.386,1.526,,,,
-0.495,0.017,1.42,-3.784,12.085,0.122,,,,
-0.497,0.026,1.335,-6.836,4.333,-0.793,,,,
-0.506,0.031,1.255,-8.728,-2.136,-1.404,,,,
-0.506,0.037,1.183,-10.254,-6.714,-1.831,,,,
-0.502,0.038,1.113,-11.23,-9.888,-1.953,,,,
-0.511,0.036,1.036,-11.597,-12.512,-2.075,,,,
-0.518,0.037,0.989,-11.108,-14.099,-2.014,,,,
-0.51,0.03,0.958,-9.521,-14.832,-2.075,,,,
-0.509,0.025,0.922,-6.653,-15.198,-2.136,,,,
-0.502,0.02,0.882,-4.883,-15.747,-2.258,,,,
-0.5,0.017,0.856,-4.883,-16.113,-2.747,,,,
-0.496,0.025,0.831,-5.798,-16.113,-3.235,,,,
-0.499,0.036,0.806,-6.592,-16.113,-3.601,,,,
-0.499,0.053,0.794,-6.104,-15.564,-3.967,,,,
-0.493,0.071,0.795,-5.493,-14.648,-3.967,,,,
-0.49,0.078,0.784,-4.211,-13.916,-3.662,,,,
-0.493,0.084,0.774,-3.052,-13.428,-3.296,,,,
-0.494,0.093,0.771,-2.686,-12.817,-2.93,,,,
-0.492,0.103,0.777,-2.563,-12.146,-2.747,,,,
-0.489,0.112,0.781,-2.319,-11.414,-2.197,,,,
-0.496,0.117,0.785,-1.831,-11.047,-1.648,,,,
-0.493,0.121,0.787,-1.038,-10.803,-0.977,,,,
-0.497,0.123,0.788,-0.549,-10.193,-0.244,,,,
-0.502,0.123,0.792,0,-9.888,0.549,,,,
-0.512,0.129,0.808,0.366,-9.338,1.221,,,,
-0.518,0.143,0.858,1.709,-8.423,1.77,,,,
-0.524,0.15,0.931,4.578,-7.812,2.625,,,,
-0.516,0.153,0.992,8.362,-7.69,3.662,,,,
-0.53,0.148,1.051,12.329,-9.033,4.578,,,,
-0.53,0.153,1.143,13.855,-11.169,5.432,,,,
-0.522,0.166,1.241,14.099,-14.343,6.287,,,,
-0.517,0.164,1.304,15.625,-19.348,7.507,,,,
-0.528,0.156,1.352,17.09,-25.757,8.911,,,,
-0.522,0.152,1.404,17.09,-32.41,9.949,,,,
-0.521,0.14,1.426,17.029,-40.161,10.803,,,,
-0.525,0.124,1.411,16.479,-48.645,11.597,,,,
-0.523,0.116,1.385,14.221,-56.946,12.329,,,,
