aX,aY,aZ,gX,gY,gZ,
-0.648,-0.198,0.146,-12.512,33.936,38.025,
-0.633,-0.167,0.17,-18.066,38.025,41.26,
-0.616,-0.133,0.203,-20.752,42.114,44.922,
-0.599,-0.095,0.242,-21.667,45.898,49.011,
-0.576,-0.08,0.302,-21.606,49.561,53.833,
-0.553,-0.057,0.334,-19.836,51.819,58.594,
-0.524,-0.033,0.364,-22.522,53.955,64.148,
-0.5,-0.012,0.395,-28.198,55.115,70.129,
-0.469,-0.01,0.407,-33.081,56.03,76.477,
-0.443,-0.017,0.405,-38.086,57.068,83.008,
-0.41,-0.023,0.4,-44.067,58.655,89.6,
-0.36,-0.056,0.394,-50.049,60.852,96.497,
-0.339,-0.097,0.389,-56.152,63.416,103.088,
-0.313,-0.167,0.376,-61.34,66.65,109.07,
-0.275,-0.239,0.383,-62.012,71.045,114.258,
-0.22,-0.364,0.378,-54.016,75.684,118.53,
-0.187,-0.499,0.415,-47.668,81.177,121.399,
-0.142,-0.617,0.484,-39.429,86.731,122.131,
-0.111,-0.738,0.578,-26.611,91.797,121.704,
-0.079,-0.869,0.692,-13.672,95.337,119.934,
-0.059,-0.983,0.812,-3.052,96.252,116.638,
-0.048,-1.075,0.952,4.578,95.215,111.511,
-0.023,-1.187,1.092,12.024,92.041,105.652,
-0.012,-1.27,1.209,14.16,86.06,98.328,
-0.019,-1.372,1.305,14.587,77.942,90.393,
-0.022,-1.464,1.393,13.367,69.092,81.543,
-0.016,-1.536,1.435,9.155,58.716,71.838,
-0.028,-1.567,1.439,2.93,47.424,60.913,
-0.048,-1.571,1.425,-3.967,36.255,49.5,
-0.064,-1.536,1.409,-10.498,26.306,37.537,
-0.067,-1.471,1.387,-15.93,17.395,26.794,
-0.066,-1.393,1.344,-19.409,9.094,17.151,
-0.067,-1.309,1.283,-20.996,1.526,8.789,
-0.071,-1.235,1.211,-21.484,-4.578,1.526,
-0.078,-1.177,1.146,-21.057,-8.85,-4.089,
-0.084,-1.129,1.085,-20.996,-11.78,-8.484,
-0.088,-1.064,1.027,-20.752,-14.404,-13.062,
-0.098,-1.023,0.973,-19.104,-16.724,-16.846,
-0.114,-0.995,0.911,-18.066,-18.86,-20.081,
-0.117,-0.972,0.843,-17.151,-20.63,-22.644,
-0.118,-0.961,0.774,-16.602,-21.79,-24.719,
-0.127,-0.944,0.705,-17.212,-22.217,-26.917,
-0.126,-0.936,0.64,-18.188,-21.851,-28.992,
-0.133,-0.927,0.573,-18.433,-20.752,-30.884,
-0.129,-0.93,0.511,-17.761,-18.86,-33.081,
-0.129,-0.923,0.46,-17.639,-16.174,-35.339,
-0.124,-0.916,0.417,-16.846,-12.939,-37.842,
-0.124,-0.903,0.382,-16.235,-9.277,-40.833,
-0.133,-0.877,0.354,-15.808,-5.31,-43.823,
-0.147,-0.84,0.332,-13.855,-0.793,-46.509,
-0.155,-0.803,0.325,-10.803,4.517,-48.828,
-0.146,-0.761,0.323,-8.423,9.827,-51.086,
-0.163,-0.725,0.325,-7.141,14.771,-52.795,
-0.16,-0.681,0.324,-5.31,19.653,-54.26,
-0.174,-0.64,0.335,-4.578,24.353,-55.42,
-0.18,-0.597,0.361,-3.54,29.602,-56.152,
-0.195,-0.556,0.403,-2.502,34.729,-56.152,
-0.204,-0.521,0.442,0.244,39.368,-55.542,
-0.194,-0.505,0.488,4.028,43.579,-54.688,
-0.207,-0.498,0.515,7.507,46.814,-53.528,
-0.216,-0.488,0.544,9.521,49.805,-52.673,
-0.224,-0.483,0.582,10.681,52.612,-51.697,
-0.225,-0.471,0.626,10.742,54.993,-50.781,
-0.238,-0.445,0.672,10.437,56.824,-49.805,
-0.252,-0.413,0.731,10.559,57.922,-48.767,
-0.258,-0.393,0.793,12.024,58.777,-46.936,
-0.274,-0.392,0.853,14.221,58.716,-44.739,
-0.288,-0.393,0.909,16.296,57.739,-42.603,
-0.302,-0.392,0.953,16.479,55.725,-40.588,
-0.313,-0.381,0.993,15.076,52.612,-38.94,
-0.31,-0.374,1.019,12.939,48.828,-37.292,
-0.322,-0.354,1.039,8.789,44.312,-35.522,
-0.329,-0.327,1.06,5.92,40.1,-33.936,
-0.337,-0.304,1.097,5.432,36.377,-31.677,
-0.353,-0.29,1.146,6.836,32.654,-28.992,
-0.361,-0.293,1.195,9.766,28.87,-25.818,
-0.36,-0.312,1.234,12.085,24.292,-22.766,
-0.368,-0.329,1.255,12.756,18.555,-20.02,
-0.375,-0.347,1.274,11.658,12.146,-17.944,
-0.391,-0.36,1.302,9.705,6.226,-16.235,
-0.392,-0.348,1.318,7.202,-0.122,-14.771,
-0.398,-0.337,1.316,5.615,-6.47,-13.062,
-0.389,-0.339,1.313,4.883,-12.634,-11.292,
-0.37,-0.346,1.294,4.15,-18.677,-8.85,
-0.361,-0.364,1.262,2.869,-24.658,-6.592,
-0.363,-0.392,1.239,1.77,-30.334,-5.005,
-0.347,-0.421,1.225,2.563,-34.79,-2.93,
-0.32,-0.469,1.213,4.883,-38.696,-0.793,
-0.301,-0.52,1.197,7.507,-42.908,0.366,
-0.301,-0.583,1.18,10.376,-46.814,1.16,
-0.309,-0.623,1.209,14.465,-50.171,0.793,
-0.292,-0.658,1.27,21.057,-52.856,-0.061,
-0.268,-0.695,1.348,29.114,-56.396,-1.099,
-0.233,-0.75,1.398,34.851,-62.317,-2.625,
-0.216,-0.818,1.411,38.391,-70.313,-5.066,
-0.172,-0.896,1.413,38.086,-79.041,-7.812,
-0.157,-0.948,1.368,32.837,-88.379,-12.268,
-0.157,-0.974,1.314,24.048,-98.206,-17.578,
-0.114,-0.991,1.221,15.869,-106.995,-23.071,
-0.117,-0.986,1.118,3.906,-115.295,-28.015,
-0.14,-0.961,0.997,-5.676,-122.559,-32.898,
-0.154,-0.93,0.908,-9.766,-126.892,-36.987,
-0.154,-0.888,0.839,-9.521,-128.662,-40.039,
-0.161,-0.853,0.753,-6.409,-129.822,-42.664,
-0.179,-0.824,0.672,-2.502,-130.493,-45.227,
-0.206,-0.785,0.615,0.244,-130.249,-47.668,
-0.23,-0.731,0.584,2.93,-128.845,-50.049,
-0.249,-0.661,0.557,4.211,-127.319,-51.636,
-0.269,-0.601,0.516,5.92,-126.465,-52.551,
-0.279,-0.546,0.46,5.676,-126.099,-52.673,
-0.313,-0.497,0.407,2.075,-125.427,-51.88,
-0.337,-0.457,0.358,-2.808,-124.023,-50.781,
-0.358,-0.422,0.288,-8.423,-122.62,-48.95,
-0.386,-0.408,0.206,-14.404,-120.972,-46.448,
-0.421,-0.411,0.113,-18.86,-118.042,-43.518,
-0.467,-0.395,0.039,-23.315,-113.77,-40.833,
-0.508,-0.376,-0.022,-22.644,-107.727,-38.269,
-0.531,-0.367,-0.075,-18.494,-100.403,-35.339,
-0.56,-0.351,-0.13,-13.916,-93.079,-32.776,
-0.603,-0.34,-0.175,-8.179,-84.839,-30.212,
-0.635,-0.332,-0.19,-2.441,-75.562,-27.649,
-0.653,-0.31,-0.183,0.671,-66.406,-25.635,
-0.668,-0.288,-0.18,1.892,-58.35,-23.193,
-0.686,-0.276,-0.177,0.977,-50.781,-20.691,
-0.699,-0.267,-0.176,-2.563,-43.945,-18.066,
-0.709,-0.251,-0.177,-7.629,-37.537,-15.381,
-0.719,-0.231,-0.179,-12.512,-31.128,-12.573,
-0.726,-0.219,-0.169,-15.93,-24.475,-9.399,
-0.73,-0.205,-0.152,-15.686,-17.395,-6.226,
-0.741,-0.195,-0.116,-10.315,-10.132,-3.296,
-0.733,-0.192,-0.064,-1.831,-2.93,0.488,
-0.729,-0.191,-0.019,7.507,3.479,4.333,
-0.729,-0.206,0.012,15.198,8.972,7.935,
-0.726,-0.228,0.04,17.883,13.306,11.292,
-0.72,-0.245,0.058,16.052,16.724,14.221,
-0.72,-0.258,0.073,13,19.592,16.418,
-0.718,-0.274,0.101,10.559,22.888,18.86,
-0.71,-0.281,0.133,9.155,26.428,20.752,
-0.707,-0.275,0.164,8.118,29.663,22.583,
-0.704,-0.269,0.2,6.775,32.898,24.963,
-0.693,-0.256,0.232,4.15,35.583,27.222,
-0.693,-0.236,0.254,1.038,37.415,29.663,
-0.692,-0.212,0.273,-2.075,38.94,32.41,
-0.686,-0.187,0.292,-5.249,40.344,35.583,
-0.679,-0.16,0.313,-7.69,41.931,38.879,
-0.663,-0.132,0.333,-10.315,43.579,42.725,
-0.642,-0.099,0.358,-13.55,44.922,46.997,
-0.624,-0.063,0.375,-18.555,46.326,51.331,
-0.633,0.009,0.42,-28.137,47.302,56.152,
-0.595,0.049,0.441,-33.752,48.767,62.439,
-0.574,0.102,0.427,-40.955,49.316,68.909,
-0.564,0.172,0.431,-53.65,50.171,76.538,
-0.55,0.202,0.456,-63.232,51.636,84.656,
-0.508,0.26,0.41,-65.979,52.002,93.445,
-0.469,0.236,0.406,-67.078,55.298,103.088,
-0.43,0.17,0.415,-64.026,56.702,113.098,
-0.372,0.047,0.42,-57.312,61.584,123.047,
-0.318,-0.163,0.402,-41.748,67.2,132.446,
-0.274,-0.371,0.384,-26.917,72.815,138.916,
-0.244,-0.6,0.39,-12.756,77.942,142.029,
-0.2,-0.867,0.421,-0.488,82.825,142.273,
-0.157,-1.111,0.46,5.493,85.938,138.672,
-0.152,-1.284,0.518,2.014,86.914,130.859,
-0.152,-1.394,0.639,-3.662,87.219,120.728,
-0.146,-1.477,0.782,-6.165,86.67,109.741,
-0.155,-1.535,0.908,-5.31,83.984,98.267,
-0.167,-1.596,1.022,-2.075,79.468,86.731,
-0.152,-1.645,1.119,1.343,73.669,75.134,
-0.15,-1.664,1.184,2.502,66.406,62.805,
-0.151,-1.65,1.234,1.282,57.739,50.049,
-0.149,-1.623,1.262,-0.488,48.767,37.964,
-0.148,-1.577,1.271,-2.869,40.039,26.489,
-0.145,-1.518,1.251,-6.348,31.372,15.991,
-0.146,-1.442,1.213,-10.01,23.56,6.165,
-0.153,-1.376,1.166,-14.038,16.541,-2.258,
-0.16,-1.303,1.111,-18.616,10.681,-8.911,
-0.173,-1.239,1.053,-22.095,6.042,-15.442,
-0.185,-1.174,0.995,-24.597,2.258,-21.24,
-0.192,-1.104,0.937,-25.94,-0.793,-26.123,
-0.208,-1.043,0.877,-25.391,-3.174,-30.151,
-0.224,-1.001,0.825,-21.973,-4.395,-33.386,
-0.222,-0.968,0.774,-17.761,-4.822,-35.767,
-0.219,-0.952,0.709,-14.282,-5.005,-37.842,
-0.217,-0.94,0.634,-12.085,-5.127,-39.917,
-0.219,-0.945,0.553,-11.108,-4.456,-42.114,
-0.228,-0.92,0.479,-11.414,-3.174,-45.044,
-0.225,-0.901,0.411,-13.184,-0.671,-47.913,
-0.227,-0.858,0.35,-17.029,2.319,-50.659,
-0.234,-0.812,0.295,-20.325,6.165,-53.345,
-0.241,-0.77,0.233,-23.071,10.132,-55.176,
-0.25,-0.728,0.179,-24.841,15.015,-56.885,
-0.255,-0.686,0.138,-25.33,20.813,-58.228,
-0.258,-0.64,0.105,-24.17,27.466,-59.021,
-0.253,-0.598,0.083,-19.653,35.156,-59.326,
-0.245,-0.574,0.08,-13.306,43.335,-59.143,
-0.236,-0.552,0.085,-8.301,51.88,-58.655,
-0.232,-0.503,0.128,-4.089,60.425,-58.289,
-0.224,-0.443,0.196,1.343,68.726,-57.617,
-0.224,-0.399,0.278,10.62,76.721,-55.908,
-0.223,-0.372,0.363,22.278,83.435,-52.673,
-0.222,-0.37,0.438,33.875,88.989,-49.438,
-0.218,-0.383,0.497,42.847,93.262,-45.898,
-0.225,-0.398,0.547,46.936,96.13,-42.725,
-0.225,-0.402,0.615,46.448,98.083,-40.344,
-0.218,-0.404,0.682,46.082,99.426,-37.842,
-0.22,-0.41,0.745,45.593,99.609,-35.522,
-0.223,-0.407,0.809,45.593,99.182,-33.569,
-0.216,-0.403,0.886,46.509,98.389,-31.433,
-0.207,-0.406,0.967,47.668,96.802,-29.236,
-0.196,-0.408,1.041,48.096,93.994,-27.344,
-0.194,-0.414,1.127,46.692,90.271,-25.574,
-0.193,-0.409,1.223,44.067,85.999,-23.682,
-0.185,-0.402,1.321,41.748,80.811,-22.156,
-0.187,-0.414,1.415,39.063,74.646,-19.836,
-0.202,-0.434,1.507,34.058,67.2,-17.578,
-0.214,-0.446,1.591,27.771,58.716,-15.869,
-0.219,-0.465,1.647,20.996,48.462,-13.916,
-0.232,-0.496,1.664,14.099,37.048,-12.268,
-0.24,-0.547,1.651,7.568,25.452,-10.681,
-0.25,-0.598,1.619,3.296,14.587,-9.705,
-0.254,-0.641,1.573,1.526,4.7,-9.521,
-0.247,-0.689,1.517,0.793,-4.395,-10.193,
-0.251,-0.71,1.428,-0.854,-12.817,-11.536,
-0.266,-0.706,1.351,-3.601,-20.508,-13.855,
-0.267,-0.69,1.287,-6.287,-26.611,-15.808,
-0.279,-0.669,1.226,-7.629,-32.166,-17.212,
-0.289,-0.655,1.188,-7.324,-36.194,-17.883,
-0.279,-0.647,1.167,-5.615,-39.246,-18.127,
-0.278,-0.647,1.133,-2.075,-42.664,-18.25,
-0.292,-0.657,1.097,1.831,-45.837,-18.738,
-0.298,-0.659,1.117,4.211,-48.34,-19.348,
-0.279,-0.666,1.129,7.385,-51.331,-19.775,
-0.278,-0.678,1.128,10.437,-54.932,-20.081,
-0.274,-0.699,1.13,12.329,-59.57,-20.752,
-0.271,-0.729,1.121,15.564,-63.843,-21.667,
-0.263,-0.764,1.103,20.447,-67.932,-23.071,
-0.238,-0.806,1.079,25.085,-71.838,-25.024,
-0.222,-0.852,1.036,26.794,-76.294,-27.405,
-0.233,-0.873,0.995,25.085,-80.688,-30.762,
-0.238,-0.87,0.984,22.949,-83.923,-34.668,
-0.23,-0.842,0.983,20.935,-86.548,-38.086,
-0.223,-0.809,0.98,19.47,-89.844,-41.199,
-0.225,-0.768,0.96,15.869,-93.872,-44.006,
-0.235,-0.725,0.933,11.536,-98.267,-46.082,
-0.243,-0.69,0.903,7.751,-102.173,-47.729,
-0.253,-0.653,0.869,5.005,-105.53,-48.706,
-0.257,-0.619,0.811,2.93,-108.643,-48.828,
-0.259,-0.604,0.728,1.404,-111.572,-48.767,
-0.27,-0.597,0.627,-0.549,-114.014,-48.34,
-0.296,-0.574,0.537,-4.761,-114.868,-48.157,
-0.322,-0.564,0.457,-8.545,-114.441,-47.546,
-0.35,-0.53,0.382,-10.498,-112.793,-46.814,
-0.373,-0.491,0.312,-12.451,-110.535,-45.837,
-0.402,-0.447,0.245,-14.282,-107.666,-44.617,
-0.444,-0.401,0.193,-14.587,-103.577,-42.542,
-0.469,-0.385,0.137,-12.634,-98.816,-39.917,
-0.496,-0.363,0.081,-11.719,-93.872,-37.17,
-0.516,-0.356,0.037,-11.841,-88.562,-34.18,
-0.525,-0.353,0.001,-12.756,-82.642,-31.006,
-0.549,-0.343,-0.048,-15.198,-76.965,-28.076,
-0.573,-0.324,-0.089,-17.578,-71.045,-25.208,
-0.589,-0.312,-0.117,-19.104,-64.331,-21.973,
-0.604,-0.294,-0.14,-19.47,-57.434,-18.677,
-0.635,-0.274,-0.149,-17.273,-49.805,-15.442,
-0.645,-0.265,-0.135,-13.062,-41.382,-11.719,
-0.649,-0.254,-0.118,-9.033,-33.325,-8.24,
-0.663,-0.251,-0.109,-4.456,-26.001,-5.005,
-0.669,-0.263,-0.094,-0.793,-18.921,-1.343,
-0.671,-0.282,-0.081,0.549,-12.512,2.197,
-0.671,-0.289,-0.062,-0.793,-7.202,5.066,
-0.675,-0.292,-0.044,-2.869,-1.953,7.507,
-0.679,-0.282,-0.008,-4.333,3.418,9.827,
-0.675,-0.266,0.047,-4.333,9.094,11.963,
-0.672,-0.255,0.119,-2.808,14.465,14.648,
-0.661,-0.239,0.185,-0.61,18.921,17.517,
-0.658,-0.221,0.235,1.099,22.095,20.569,
-0.653,-0.212,0.275,2.625,24.597,23.682,
-0.646,-0.207,0.306,3.418,26.428,26.917,
-0.642,-0.205,0.336,3.662,27.954,30.334,
-0.636,-0.198,0.351,2.991,28.931,33.63,
-0.63,-0.185,0.36,0.488,30.212,37.17,
-0.625,-0.162,0.362,-4.333,31.189,41.077,
-0.623,-0.129,0.36,-11.719,31.86,45.227,
-0.616,-0.086,0.367,-20.081,32.837,49.683,
-0.594,-0.041,0.37,-27.771,34.119,55.054,
-0.566,-0.001,0.355,-36.011,35.4,61.096,
-0.55,0.052,0.343,-46.875,36.682,67.505,
-0.538,0.088,0.358,-57.312,39.368,74.646,
-0.511,0.127,0.371,-61.523,41.992,82.336,
-0.475,0.118,0.396,-63.477,45.105,90.759,
-0.442,0.12,0.404,-62.012,47.852,98.755,
-0.403,0.109,0.439,-60.425,51.758,107.544,
-0.337,0.048,0.433,-55.298,55.298,116.516,
-0.299,-0.079,0.405,-50.598,58.167,124.573,
-0.259,-0.189,0.381,-49.316,61.707,130.493,
-0.219,-0.288,0.378,-50.415,65.491,134.521,
-0.181,-0.385,0.407,-50.293,70.007,137.024,
-0.128,-0.518,0.447,-44.434,74.829,138.794,
-0.099,-0.663,0.491,-36.377,79.041,139.221,
-0.092,-0.802,0.579,-26.672,83.191,138.123,
-0.07,-0.974,0.699,-10.559,87.219,135.62,
-0.032,-1.167,0.816,9.521,89.355,131.653,
-0.027,-1.36,0.9,29.297,88.623,125.122,
-0.016,-1.508,0.978,40.039,84.9,115.906,
-0.001,-1.643,1.064,40.894,79.285,104.37,
0.006,-1.752,1.125,33.386,71.472,91.736,
-0.001,-1.805,1.168,19.592,62.744,77.82,
-0.008,-1.795,1.191,3.113,54.26,63.232,
-0.025,-1.742,1.209,-9.399,46.692,49.5,
-0.034,-1.679,1.238,-16.052,40.1,37.048,
-0.039,-1.61,1.264,-17.883,34.119,26.184,
-0.046,-1.539,1.274,-16.846,27.71,15.93,
-0.052,-1.474,1.276,-14.465,21.301,6.409,
-0.055,-1.409,1.255,-12.024,14.709,-1.77,
-0.06,-1.35,1.202,-11.23,7.629,-8.484,
-0.061,-1.294,1.132,-12.634,1.038,-14.709,
-0.066,-1.236,1.048,-15.93,-4.578,-20.63,
-0.072,-1.173,0.968,-19.653,-8.545,-25.818,
-0.079,-1.109,0.885,-21.973,-11.169,-30.396,
-0.084,-1.053,0.803,-22.461,-12.573,-34.18,
-0.099,-1.016,0.72,-22.339,-13.245,-37.048,
-0.119,-0.984,0.644,-22.4,-13,-39.734,
-0.136,-0.936,0.579,-20.996,-11.414,-42.419,
-0.14,-0.894,0.539,-18.372,-8.911,-44.678,
-0.143,-0.847,0.503,-15.808,-6.287,-46.692,
-0.146,-0.809,0.461,-13.733,-3.723,-48.279,
-0.16,-0.753,0.443,-13.245,-0.61,-50.11,
-0.157,-0.712,0.43,-14.099,2.625,-51.147,
-0.165,-0.68,0.401,-15.747,5.737,-51.331,
-0.176,-0.652,0.364,-16.846,8.972,-51.514,
-0.181,-0.63,0.337,-18.005,12.695,-51.514,
-0.186,-0.621,0.307,-16.663,17.029,-51.331,
-0.188,-0.625,0.28,-14.526,22.095,-50.781,
-0.193,-0.629,0.271,-12.878,27.527,-50.476,
-0.193,-0.634,0.278,-10.376,33.264,-50.049,
-0.183,-0.657,0.29,-5.249,39.124,-49.927,
-0.174,-0.693,0.308,-0.549,44.922,-50.293,
-0.162,-0.714,0.333,2.563,50.598,-51.27,
-0.149,-0.723,0.359,3.418,55.603,-52.979,
-0.152,-0.708,0.399,2.93,59.937,-55.054,
-0.151,-0.657,0.472,1.587,64.087,-57.617,
-0.146,-0.613,0.549,1.953,67.505,-59.204,
-0.147,-0.56,0.629,2.747,69.885,-60.425,
-0.148,-0.515,0.695,2.808,71.045,-60.791,
-0.153,-0.477,0.758,1.221,71.228,-60.73,
-0.174,-0.416,0.825,-0.977,70.374,-60.547,
-0.184,-0.343,0.903,-2.38,69.336,-59.814,
-0.2,-0.278,0.987,-1.77,67.749,-57.739,
-0.211,-0.232,1.065,0.732,65.491,-54.626,
-0.225,-0.193,1.135,3.723,62.012,-50.842,
-0.238,-0.171,1.196,7.751,57.922,-46.57,
-0.236,-0.164,1.25,11.414,53.223,-41.992,
-0.243,-0.182,1.271,13.55,47.485,-37.354,
-0.25,-0.212,1.288,14.648,41.626,-32.898,
-0.255,-0.247,1.302,13.55,35.95,-28.809,
-0.265,-0.27,1.307,10.437,29.968,-25.391,
-0.275,-0.298,1.304,7.263,24.048,-22.461,
-0.283,-0.313,1.302,4.15,18.127,-19.775,
-0.291,-0.325,1.285,2.38,12.39,-17.395,
-0.301,-0.324,1.267,1.343,7.263,-15.259,
-0.301,-0.329,1.239,2.014,2.258,-12.756,
-0.305,-0.345,1.219,3.601,-2.258,-10.376,
-0.308,-0.373,1.203,5.31,-6.226,-8.179,
-0.308,-0.388,1.188,5.249,-9.766,-6.47,
-0.306,-0.389,1.158,5.31,-13.367,-4.883,
-0.298,-0.408,1.14,6.47,-17.09,-3.418,
-0.302,-0.432,1.105,7.874,-20.996,-1.953,
-0.297,-0.457,1.1,9.094,-23.804,-0.793,
-0.29,-0.483,1.101,10.681,-26.978,0.61,
-0.286,-0.527,1.099,14.343,-29.724,1.831,
-0.276,-0.568,1.095,17.029,-32.532,2.686,
-0.285,-0.6,1.121,19.348,-35.767,2.563,
-0.274,-0.641,1.17,23.499,-38.269,2.136,
-0.255,-0.675,1.211,28.137,-41.504,1.526,
-0.246,-0.74,1.247,32.043,-46.509,0.549,
-0.237,-0.81,1.283,32.288,-52.124,-1.221,
-0.221,-0.872,1.303,32.227,-58.411,-4.089,
-0.211,-0.913,1.308,31.311,-65.002,-7.507,
-0.197,-0.937,1.298,29.419,-72.51,-12.085,
-0.176,-0.961,1.263,26.733,-80.2,-16.907,
-0.187,-0.95,1.214,21.912,-87.769,-22.156,
-0.196,-0.925,1.193,18.799,-93.872,-27.588,
-0.179,-0.878,1.174,19.043,-98.816,-31.982,
-0.178,-0.837,1.12,20.752,-104.37,-35.645,
-0.181,-0.816,1.055,21.973,-109.863,-38.452,
-0.2,-0.781,0.988,20.752,-114.563,-41.077,
-0.195,-0.746,0.929,21.79,-117.859,-43.64,
-0.196,-0.712,0.874,21.606,-120.85,-45.41,
-0.225,-0.667,0.827,19.897,-123.352,-47.18,
-0.23,-0.623,0.789,23.132,-125,-48.401,
-0.216,-0.592,0.732,25.574,-126.343,-48.889,
-0.231,-0.559,0.637,21.973,-128.54,-49.194,
-0.272,-0.522,0.556,15.32,-130.127,-49.5,
-0.286,-0.502,0.48,7.507,-130.188,-48.706,
-0.305,-0.503,0.381,-0.977,-129.883,-47.485,
-0.329,-0.502,0.275,-10.742,-129.028,-46.326,
-0.372,-0.496,0.171,-21.179,-127.319,-44.922,
-0.399,-0.472,0.07,-28.809,-123.657,-43.213,
-0.427,-0.435,-0.012,-31.433,-118.591,-41.26,
-0.459,-0.405,-0.094,-29.236,-112.244,-38.818,
-0.501,-0.377,-0.163,-25.085,-104.614,-36.316,
-0.544,-0.345,-0.2,-21.362,-96.13,-33.508,
-0.569,-0.306,-0.219,-17.395,-87.158,-30.151,
-0.59,-0.28,-0.242,-13,-78.43,-26.367,
-0.616,-0.262,-0.263,-9.766,-69.824,-22.034,
-0.636,-0.257,-0.276,-7.385,-61.096,-18.005,
-0.653,-0.259,-0.28,-7.629,-52.246,-14.099,
-0.669,-0.261,-0.292,-9.705,-43.701,-10.132,
-0.684,-0.261,-0.294,-12.939,-35.217,-6.592,
-0.692,-0.257,-0.279,-16.052,-26.55,-3.601,
-0.698,-0.25,-0.248,-16.724,-17.578,0,
-0.691,-0.244,-0.217,-14.404,-9.216,3.967,
-0.695,-0.236,-0.183,-10.986,-1.587,7.263,
-0.69,-0.226,-0.144,-7.507,5.981,10.742,
-0.681,-0.228,-0.099,-4.15,12.878,13.733,
-0.675,-0.231,-0.066,-1.892,19.043,16.907,
-0.672,-0.23,-0.03,-0.671,24.536,19.897,
-0.662,-0.227,0.01,0,29.541,22.949,
-0.654,-0.218,0.051,0.488,34.18,25.696,
-0.645,-0.207,0.089,-0.122,38.147,28.748,
-0.634,-0.188,0.115,-2.869,41.565,32.104,
-0.627,-0.158,0.131,-7.263,44.495,35.828,
-0.62,-0.13,0.155,-11.902,47.485,39.856,
-0.606,-0.09,0.185,-17.151,50.781,44.312,
-0.597,-0.048,0.216,-20.508,54.199,49.194,
-0.582,-0.012,0.257,-22.766,57.617,55.054,
-0.558,0.013,0.305,-23.865,60.974,61.462,
-0.531,0.03,0.354,-24.353,63.965,68.237,
-0.504,0.056,0.382,-25.146,66.345,75.195,
-0.466,0.071,0.396,-28.625,68.298,82.581,
-0.453,0.098,0.452,-35.767,69.275,90.088,
-0.411,0.063,0.504,-38.879,71.045,98.083,
-0.344,-0.016,0.544,-36.987,72.205,105.774,
-0.304,-0.112,0.577,-43.64,71.899,113.464,
-0.26,-0.231,0.569,-53.955,72.205,119.629,
-0.245,-0.354,0.599,-66.711,72.693,123.901,
-0.218,-0.468,0.633,-71.899,74.829,125.671,
-0.187,-0.602,0.695,-72.388,76.721,126.282,
-0.16,-0.788,0.752,-70.618,77.82,125.549,
-0.15,-0.96,0.821,-67.81,78.491,122.559,
-0.131,-1.126,0.89,-60.059,78.857,117.004,
-0.121,-1.284,0.959,-51.025,77.82,109.131,
-0.121,-1.422,1.027,-43.152,75.378,98.816,
-0.127,-1.505,1.111,-37.17,71.594,86.487,
-0.127,-1.535,1.197,-32.166,66.895,73.364,
-0.133,-1.531,1.27,-28.748,60.913,60.425,
-0.138,-1.498,1.315,-28.442,53.406,48.279,
-0.143,-1.444,1.338,-28.87,45.471,36.926,
-0.146,-1.375,1.341,-29.541,37.476,26.55,
-0.153,-1.298,1.311,-30.518,29.175,17.639,
-0.156,-1.22,1.267,-30.762,21.362,9.644,
-0.167,-1.159,1.217,-29.236,15.259,3.174,
-0.176,-1.093,1.162,-27.893,10.376,-2.319,
-0.185,-1.032,1.109,-25.513,6.409,-6.775,
-0.196,-0.987,1.052,-21.057,3.296,-10.559,
-0.203,-0.959,0.988,-14.893,1.038,-13.855,
-0.215,-0.933,0.941,-9.46,-0.244,-16.907,
-0.215,-0.931,0.901,-3.906,-0.671,-19.592,
-0.213,-0.932,0.869,0.427,-0.671,-21.79,
-0.212,-0.931,0.835,3.601,-0.793,-24.78,
-0.223,-0.912,0.814,3.967,-1.343,-28.076,
-0.227,-0.888,0.796,1.953,-2.136,-31.128,
-0.226,-0.859,0.762,-0.122,-3.174,-33.875,
-0.228,-0.836,0.71,-2.747,-4.028,-36.377,
-0.228,-0.803,0.653,-7.019,-4.395,-38.574,
-0.238,-0.765,0.601,-10.254,-3.784,-40.771,
-0.236,-0.736,0.551,-10.01,-1.892,-42.297,
-0.235,-0.715,0.505,-8.118,1.16,-43.091,
-0.244,-0.704,0.466,-5.249,5.005,-43.884,
-0.248,-0.689,0.449,-1.343,9.705,-44.8,
-0.242,-0.66,0.45,2.991,14.893,-45.593,
-0.237,-0.638,0.452,7.874,19.775,-46.265,
-0.23,-0.63,0.452,13.123,24.353,-46.387,
-0.224,-0.644,0.449,17.151,28.931,-46.387,
-0.222,-0.666,0.444,19.836,33.264,-46.448,
-0.215,-0.667,0.457,19.897,37.903,-47.485,
-0.212,-0.648,0.482,18.677,42.114,-48.462,
-0.196,-0.653,0.504,18.005,45.959,-49.438,
-0.202,-0.648,0.518,17.395,48.828,-50.171,
-0.202,-0.63,0.558,18.372,52.307,-51.697,
-0.195,-0.605,0.609,19.714,55.603,-52.856,
-0.191,-0.574,0.653,20.935,57.8,-53.711,
-0.185,-0.55,0.691,21.057,59.265,-54.321,
-0.19,-0.549,0.719,20.081,59.937,-54.749,
-0.2,-0.521,0.752,17.456,60.364,-55.359,
-0.208,-0.472,0.8,14.282,60.913,-56.274,
-0.219,-0.413,0.855,12.329,60.669,-56.458,
