aX,aY,aZ,gX,gY,gZ
-0.725,-0.319,0.452,32.898,84.595,-22.644
-0.74,-0.243,0.635,29.602,87.646,-20.752
-0.718,-0.169,0.76,28.198,86.731,-17.883
-0.648,-0.094,0.916,29.48,83.862,-13.733
-0.612,-0.081,1.048,32.654,79.834,-9.033
-0.584,-0.09,1.192,33.875,73.486,-3.174
-0.611,-0.17,1.257,37.659,65.735,3.418
-0.628,-0.229,1.242,44.434,56.519,8.606
-0.6,-0.293,1.253,42.114,47.241,12.573
-0.617,-0.321,1.298,33.203,38.513,15.381
-0.613,-0.319,1.332,24.048,29.297,17.212
-0.604,-0.317,1.328,18.616,19.287,18.86
-0.634,-0.354,1.287,13.062,9.033,21.24
-0.68,-0.385,1.215,9.888,0.183,23.437
-0.693,-0.435,1.119,10.437,-6.592,25.391
-0.674,-0.478,1.016,14.954,-10.986,26.123
-0.646,-0.533,0.958,15.259,-13.55,26.611
-0.624,-0.578,0.932,12.451,-14.404,27.039
-0.594,-0.626,0.902,8.423,-14.954,27.039
-0.592,-0.641,0.83,3.723,-16.174,26.184
-0.607,-0.694,0.799,4.578,-16.235,25.024
-0.586,-0.656,0.819,4.578,-13.855,22.827
-0.56,-0.705,0.806,7.507,-12.451,21.667
-0.54,-0.738,0.809,8.179,-10.864,20.142
-0.542,-0.79,0.778,6.531,-9.949,17.822
-0.54,-0.804,0.777,5.432,-8.484,14.16
-0.529,-0.804,0.803,5.737,-6.958,10.01
-0.524,-0.794,0.846,7.568,-5.981,5.676
-0.51,-0.747,0.888,10.01,-5.615,1.404
-0.506,-0.724,0.917,13.184,-6.592,-2.625
-0.492,-0.705,0.951,16.724,-8.606,-5.798
-0.493,-0.693,0.97,21.301,-11.719,-8.85
-0.504,-0.666,0.965,28.809,-15.137,-12.329
-0.478,-0.677,0.966,36.438,-18.127,-15.137
-0.456,-0.662,0.943,40.1,-22.705,-18.372
-0.457,-0.649,0.872,39.978,-28.198,-22.156
-0.48,-0.623,0.771,37.354,-33.386,-25.757
-0.504,-0.588,0.701,34.668,-36.438,-29.358
-0.499,-0.543,0.688,32.288,-37.109,-32.349
-0.489,-0.5,0.669,30.823,-37.537,-34.485
-0.495,-0.451,0.609,31.128,-38.696,-35.889
-0.506,-0.401,0.548,33.997,-39.673,-37.109
-0.507,-0.359,0.516,37.109,-39.246,-37.842
-0.515,-0.359,0.474,37.537,-38.696,-37.292
-0.516,-0.382,0.43,34.912,-37.781,-36.621
-0.494,-0.406,0.426,27.283,-36.072,-35.706
-0.479,-0.394,0.417,17.822,-34.546,-35.828
-0.471,-0.347,0.397,15.32,-34.424,-36.56
-0.493,-0.303,0.38,15.869,-33.936,-36.377
-0.478,-0.253,0.395,23.499,-31.799,-36.316
